name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
fonterra,fonterra.com,2001.0,dairy,10001+,"auckland, auckland, new zealand",new zealand,linkedin.com/company/fonterra,7005,14466
suncorp group,suncorp.com.au,,financial services,10001+,"auckland, auckland, new zealand",new zealand,linkedin.com/company/suncorp,6377,16078
the university of auckland,auckland.ac.nz,,higher education,10001+,"auckland, auckland, new zealand",new zealand,linkedin.com/company/the-university-of-auckland,4895,13977
air new zealand,airnewzealand.com,1940.0,airlines/aviation,10001+,"auckland, auckland, new zealand",new zealand,linkedin.com/company/air-new-zealand,3931,8347
auckland council,aucklandcouncil.govt.nz,2010.0,government administration,5001 - 10000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/auckland-council,3227,7629
datacom,datacom.co.nz,1965.0,information technology and services,5001 - 10000,"brisbane, queensland, australia",new zealand,linkedin.com/company/datacom,3005,7723
ministry of education of new zealand,education.govt.nz,,education management,5001 - 10000,,new zealand,linkedin.com/company/ministry-of-education-new-zealand,2885,5497
university of otago,otago.ac.nz,1869.0,higher education,5001 - 10000,"dunedin, otago, new zealand",new zealand,linkedin.com/company/university-of-otago,2747,6990
asb bank,asb.co.nz,1847.0,banking,5001 - 10000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/asb-bank,2700,5940
spark new zealand,sparknz.co.nz,1987.0,telecommunications,5001 - 10000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/spark-new-zealand,2486,10376
massey university,massey.ac.nz,1927.0,higher education,5001 - 10000,"palmerston north, wellington, new zealand",new zealand,linkedin.com/company/massey-university,2480,6162
department of corrections- nz,corrections.govt.nz,,government administration,5001 - 10000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/department-of-corrections,2378,4295
bnz,bnz.co.nz,1861.0,banking,5001 - 10000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/bankofnewzealand,2326,6220
harcourts real estate,harcourts.net,1888.0,real estate,5001 - 10000,"newmarket, auckland, new zealand",new zealand,linkedin.com/company/harcourts,2224,3874
beca,beca.com,1918.0,civil engineering,5001 - 10000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/beca,2219,4779
auckland university of technology,aut.ac.nz,1895.0,higher education,5001 - 10000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/autuni,2144,5027
victoria university of wellington,victoria.ac.nz,1897.0,higher education,5001 - 10000,,new zealand,linkedin.com/company/victoria-university-of-wellington,2116,6944
fulton hogan,fultonhogan.com,1933.0,construction,5001 - 10000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/fulton-hogan_2,1888,3956
doc,doc.govt.nz,1987.0,government administration,5001 - 10000,"wellington, florida, united states",new zealand,linkedin.com/company/docgovtnz,1735,3040
university of canterbury,canterbury.ac.nz,1873.0,higher education,5001 - 10000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/university-of-canterbury,1681,4813
inland revenue nz,ird.govt.nz,,government administration,5001 - 10000,"te aro, wellington, new zealand",new zealand,linkedin.com/company/inland-revenue-nz,1668,4220
"ministry of business, innovation and employment",mbie.govt.nz,2012.0,government administration,1001 - 5000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/ministry-of-business-innovation-and-employment,1558,3693
xero,xero.com,2006.0,computer software,1001 - 5000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/xero,1512,2395
auckland dhb,adhb.govt.nz,,hospital & health care,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/auckland-district-health-board,1417,2808
new zealand defence force,nzdf.mil.nz,,military,1001 - 5000,"wellington, florida, united states",new zealand,linkedin.com/company/new-zealand-defence-force,1384,3090
barfoot & thompson,barfoot.co.nz,1923.0,real estate,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/barfoot-&-thompson,1373,1956
waikato district health board,waikatodhb.health.nz,2001.0,hospital & health care,1001 - 5000,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/waikato-district-health-board,1349,2364
nz police,police.govt.nz,1886.0,law enforcement,1001 - 5000,"wellington, florida, united states",new zealand,linkedin.com/company/nz-police,1313,2932
waitemata district health board,waitematadhb.govt.nz,,hospital & health care,1001 - 5000,"takapuna, auckland, new zealand",new zealand,linkedin.com/company/waitemata-district-health-board,1290,2319
opus international consultants limited,opusinternational.com,1870.0,civil engineering,1001 - 5000,"wellington, florida, united states",new zealand,linkedin.com/company/opus-international-consultants-limited,1273,3632
ministry of justice - new zealand,justice.govt.nz,,government administration,1001 - 5000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/new-zealand-ministry-of-justice,1272,3348
unitec institute of technology,unitec.ac.nz,1976.0,higher education,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/unitec-institute-of-technology,1262,2887
accident compensation corporation (acc),acc.co.nz,1974.0,insurance,1001 - 5000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/acc-new-zealand,1255,3104
counties manukau district health board,countiesmanukau.health.nz,,hospital & health care,1001 - 5000,"otahuhu, auckland, new zealand",new zealand,linkedin.com/company/counties-manukau-district-health-board,1237,2154
fisher & paykel healthcare,fphcare.com,1971.0,medical devices,1001 - 5000,"east tamaki, auckland, new zealand",new zealand,linkedin.com/company/fisher-&-paykel-healthcare,1207,2380
university of waikato,waikato.ac.nz,1964.0,higher education,1001 - 5000,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/university-of-waikato,1200,2889
les mills international,lesmills.com,1968.0,"health, wellness and fitness",1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/les-mills-international,1113,1964
ministry for primary industries (mpi),mpi.govt.nz,2012.0,government administration,1001 - 5000,"wellington, florida, united states",new zealand,linkedin.com/company/new-zealand-ministry-for-primary-industries,1044,1832
sky television,sky.co.nz,1987.0,broadcast media,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/sky-television,1022,2656
weta digital,wetafx.co.nz,1993.0,motion pictures and film,1001 - 5000,"miramar, wellington, new zealand",new zealand,linkedin.com/company/weta-digital,980,2184
downer new zealand,,1870.0,construction,1001 - 5000,"wiri, auckland, new zealand",new zealand,linkedin.com/company/downer-new-zealand,970,2062
z energy nz,z.co.nz,2011.0,oil & energy,1001 - 5000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/z-energy-limited,929,1365
auckland transport,at.govt.nz,2010.0,government administration,1001 - 5000,"henderson, auckland, new zealand",new zealand,linkedin.com/company/auckland-transport,928,1880
spark digital nz,sparkdigital.co.nz,,information technology and services,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/spark-digital-nz,917,4250
te wananga o aotearoa,twoa.ac.nz,1983.0,higher education,1001 - 5000,"te awamutu, waikato, new zealand",new zealand,linkedin.com/company/te-wananga-o-aotearoa,887,1347
the warehouse ltd,thewarehouse.co.nz,1982.0,retail,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/the-warehouse-ltd,882,2936
fisher & paykel appliances,fisherpaykel.com,1934.0,consumer goods,1001 - 5000,"east tamaki, auckland, new zealand",new zealand,linkedin.com/company/fisher-&-paykel,871,2122
younique presenter,lovemylashes.co.nz,2012.0,cosmetics,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/younique-presenter,858,970
department of internal affairs (nz),dia.govt.nz,1840.0,government administration,1001 - 5000,"wellington, florida, united states",new zealand,linkedin.com/company/department-of-internal-affairs,833,2510
mediaworks nz,mediaworks.co.nz,,broadcast media,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/mediaworks-nz,831,2150
nz transport agency,nzta.govt.nz,2008.0,government administration,1001 - 5000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/new-zealand-transport-agency,805,1884
st john new zealand,stjohn.org.nz,,hospital & health care,1001 - 5000,"panmure, auckland, new zealand",new zealand,linkedin.com/company/st-john-new-zealand,729,1245
orion health,orionhealth.com,1993.0,information technology and services,1001 - 5000,"grafton, auckland, new zealand",new zealand,linkedin.com/company/orion-health,724,1981
kiwirail,kiwirail.co.nz,2008.0,transportation/trucking/railroad,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/kiwirail,723,1497
vector limited,vector.co.nz,1999.0,utilities,1001 - 5000,"newmarket, auckland, new zealand",new zealand,linkedin.com/company/vector-limited,717,1787
chorus nz limited,chorus.co.nz,2011.0,telecommunications,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/chorus-nz-limited,712,1189
fletcher building,fbu.com,2001.0,building materials,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/fletcher-building,711,2000
kpmg new zealand,,,accounting,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/kpmg-new-zealand,696,2112
pwc new zealand,pwc.co.nz,,management consulting,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/pwc-new-zealand,690,1386
lic,lic.co.nz,1909.0,farming,1001 - 5000,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/lic_2,676,1207
capital & coast district health board,ccdhb.org.nz,1847.0,hospital & health care,1001 - 5000,,new zealand,linkedin.com/company/capital-&-coast-district-health-board,670,1506
deloitte new zealand,deloitte.co.nz,,management consulting,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/deloitte-new-zealand,658,2049
ministry of health new zealand,health.govt.nz,,government administration,1001 - 5000,"thorndon, wellington, new zealand",new zealand,linkedin.com/company/ministry-of-health-new-zealand,639,2139
countdown supermarkets,countdown.co.nz,,supermarkets,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/progressive-enterprises-limited,637,1646
tvnz,tvnz.co.nz,1960.0,broadcast media,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/tvnz,636,2791
southern district health board (new zealand),southerndhb.govt.nz,2010.0,hospital & health care,1001 - 5000,"dunedin, otago, new zealand",new zealand,linkedin.com/company/southern-district-health-board-new-zealand-,635,959
foodstuffs north island limited,foodstuffs.co.nz,1922.0,retail,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/foodstuffs-aukland-limited,628,1595
2degrees mobile,2degreesmobile.co.nz,2009.0,telecommunications,1001 - 5000,"newmarket, auckland, new zealand",new zealand,linkedin.com/company/2degrees-mobile,623,1366
manukau institute of technology,manukau.ac.nz,1970.0,education management,1001 - 5000,"manukau, auckland, new zealand",new zealand,linkedin.com/company/manukau-institute-of-technology,611,1368
nzme.,nzme.co.nz,2014.0,broadcast media,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/nzme,596,1268
genesis energy,genesisenergy.co.nz,1999.0,oil & energy,1001 - 5000,"greenlane, auckland, new zealand",new zealand,linkedin.com/company/genesis-energy,583,1506
new zealand trade and enterprise,nzte.govt.nz,2003.0,international trade and development,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/new-zealand-trade-and-enterprise,574,1636
transpower new zealand,transpower.co.nz,,utilities,1001 - 5000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/transpower,553,1421
wellington city council,wellington.govt.nz,,government administration,1001 - 5000,"wellington, florida, united states",new zealand,linkedin.com/company/wellington-city-council,547,1704
skycity entertainment group,skycityentertainmentgroup.com,1996.0,hospitality,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/skycityentertainmentgroup,544,2051
new zealand ministry of foreign affairs & trade,mfat.govt.nz,,international affairs,1001 - 5000,,new zealand,linkedin.com/company/new-zealand-ministry-of-foreign-affairs-&-trade,544,1279
placemakers,placemakers.co.nz,,building materials,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/placemakers,539,1223
sovereign,sovereign.co.nz,1989.0,insurance,1001 - 5000,"north shore, auckland, new zealand",new zealand,linkedin.com/company/sovereign,525,1438
mitre 10 (new zealand) limited,mitre10.co.nz,1974.0,retail,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/mitre-10-new-zealand-limited,515,1204
farmers trading company ltd,farmers.co.nz,,retail,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/farmers-trading-company-ltd,504,1823
statistics new zealand,stats.govt.nz,,information services,1001 - 5000,"wellington, florida, united states",new zealand,linkedin.com/company/statistics-new-zealand,497,1822
pgg wrightson ltd,pggwrightson.co.nz,1856.0,farming,1001 - 5000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/pgg-wrightson-ltd,493,992
agresearch,agresearch.co.nz,1992.0,research,1001 - 5000,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/agresearch,466,1362
oceana gold,oceanagold.com,2003.0,mining & metals,1001 - 5000,"melbourne, victoria, australia",new zealand,linkedin.com/company/oceana-gold,466,873
frucor beverages,frucor.com,1962.0,food & beverages,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/frucor-beverages,455,1232
trade me,trademe.co.nz,1999.0,internet,1001 - 5000,"wellington, florida, united states",new zealand,linkedin.com/company/trade-me,455,888
bay of plenty district health board,bopdhb.govt.nz,,hospital & health care,1001 - 5000,"tauranga, gisborne, new zealand",new zealand,linkedin.com/company/bay-of-plenty-district-health-board,452,780
fmg,fmg.co.nz,1905.0,insurance,1001 - 5000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/fmg,446,708
silver fern farms ltd,silverfernfarms.com,,food & beverages,1001 - 5000,"dunedin, otago, new zealand",new zealand,linkedin.com/company/silver-fern-farms-ltd,441,835
delta,thinkdelta.co.nz,1998.0,utilities,1001 - 5000,"dunedin, otago, new zealand",new zealand,linkedin.com/company/delta,440,769
kathmandu,kathmandu.com.au,1987.0,retail,1001 - 5000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/kathmandu,437,1375
watercare services limited,watercare.co.nz,,utilities,1001 - 5000,"newmarket, auckland, new zealand",new zealand,linkedin.com/company/watercare-services-limited,436,1074
asurequality,asurequality.com,2007.0,food & beverages,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/asurequality,431,1013
tonkin + taylor,tonkintaylor.co.nz,1959.0,civil engineering,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/tonkin-&-taylor,430,876
countdown supermarkets,,,supermarkets,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/woolworths-newzealand,428,954
lincoln university new zealand,lincoln.ac.nz,1878.0,higher education,1001 - 5000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/lincoln-university-new-zealand,425,1180
house of travel,hot.co.nz,1987.0,"leisure, travel & tourism",1001 - 5000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/house-of-travel,423,820
noel leeming,noelleeming.co.nz,1973.0,retail,1001 - 5000,"northcote, wellington, new zealand",new zealand,linkedin.com/company/noel-leeming-group,404,1322
hawkins,hawkins.co.nz,1946.0,construction,1001 - 5000,"parnell, auckland, new zealand",new zealand,linkedin.com/company/hawkins-group,403,1082
midcentral district health board,midcentraldhb.govt.nz,,hospital & health care,1001 - 5000,"palmerston north, wellington, new zealand",new zealand,linkedin.com/company/midcentral-district-health-board,400,718
tower insurance,tower.co.nz,1869.0,insurance,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/tower,396,1361
cpit (christchurch polytechnic institute of technology),cpit.ac.nz,1906.0,education management,1001 - 5000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/cpit-christchurch-polytech-institute-of-technology-,394,927
contact energy ltd,contact.co.nz,,utilities,1001 - 5000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/contact-energy-ltd,392,1550
tait communications,taitradio.com,1969.0,telecommunications,1001 - 5000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/tait-communications,391,1274
crombie lockwood (nz) limited,crombielockwood.co.nz,1978.0,insurance,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/crombie-lockwood-nz-limited,378,658
bank of new zealand,,1861.0,banking,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/bank-of-new-zealand,370,647
niwa,niwa.co.nz,1992.0,research,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/niwa,368,897
healthalliance,healthalliance.co.nz,1999.0,hospital & health care,1001 - 5000,"penrose, auckland, new zealand",new zealand,linkedin.com/company/healthalliance_2,362,894
kordia,kordia.co.nz,,telecommunications,1001 - 5000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/kordia,357,1335
kidicorp ltd,best-start.org,,education management,1001 - 5000,"manukau city, auckland, new zealand",new zealand,linkedin.com/company/beststart,357,480
meridian energy,meridianenergy.co.nz,1999.0,utilities,1001 - 5000,"pleasanton, california, united states",new zealand,linkedin.com/company/meridian-energy,353,1140
ballance agri-nutrients ltd,ballance.co.nz,1955.0,chemicals,1001 - 5000,"tauranga, gisborne, new zealand",new zealand,linkedin.com/company/ballance-agri-nutrients-ltd,351,700
open polytechnic of new zealand,openpolytechnic.ac.nz,1946.0,higher education,1001 - 5000,"lower hutt, wellington, new zealand",new zealand,linkedin.com/company/open-polytechnic-of-new-zealand,335,787
magic memories,magicmemories.com,1995.0,"leisure, travel & tourism",1001 - 5000,"queenstown, otago, new zealand",new zealand,linkedin.com/company/magic-memories,335,988
flight centre (nz) ltd,flightcentre.co.nz,,"leisure, travel & tourism",501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/flight-centre-nz-ltd,333,790
mha,lucidity.co.nz,2002.0,information technology and services,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/lucidity-cloud-services,330,369
land information new zealand,linz.govt.nz,1996.0,government administration,501 - 1000,"wellington, florida, united states",new zealand,linkedin.com/company/land-information-new-zealand,329,884
bdo in new zealand,bdo.co.nz,1930.0,accounting,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/bdo-new-zealand,322,901
gallagher,gallagher.com,1938.0,information technology and services,501 - 1000,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/gallagher,322,600
the warehouse group,twgcareers.co.nz,,retail,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/the-warehouse-group,321,538
whitireia community polytechnic,whitireia.ac.nz,1986.0,higher education,501 - 1000,"porirua city, wellington, new zealand",new zealand,linkedin.com/company/whitireia-community-polytechnic,320,628
greater wellington regional council,gw.govt.nz,,government administration,501 - 1000,"pipitea, wellington, new zealand",new zealand,linkedin.com/company/greater-wellington-regional-council,318,712
actrix networks,actrix.co.nz,1989.0,telecommunications,501 - 1000,"wellington, florida, united states",new zealand,linkedin.com/company/actrix-networks,315,371
eastern institute of technology (eit),eit.ac.nz,1975.0,higher education,501 - 1000,"napier, hawke's bay, new zealand",new zealand,linkedin.com/company/eit_1,315,562
new zealand parliament,parliament.nz,,legislative office,501 - 1000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/new-zealand-parliament,305,921
northpower,northpower.com,,utilities,501 - 1000,"whangarei, northland, new zealand",new zealand,linkedin.com/company/northpower,300,511
environment canterbury,ecan.govt.nz,1989.0,government administration,501 - 1000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/environment-canterbury,298,678
taranaki district health board,tdhb.org.nz,,hospital & health care,501 - 1000,"new plymouth, taranaki, new zealand",new zealand,linkedin.com/company/taranaki-district-health-board,296,533
vero insurance new zealand,vero.co.nz,,insurance,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/vero-insurance-new-zealand,291,905
revera,revera.co.nz,2002.0,information technology and services,501 - 1000,"albany, auckland, new zealand",new zealand,linkedin.com/company/revera,291,471
tauranga city council,tauranga.govt.nz,,government administration,501 - 1000,"tauranga, gisborne, new zealand",new zealand,linkedin.com/company/tauranga-city-council,291,571
new zealand treasury,treasury.govt.nz,1840.0,government administration,501 - 1000,"wellington, florida, united states",new zealand,linkedin.com/company/new-zealand-treasury,290,1034
intergen,intergen.co.nz,2001.0,information technology and services,501 - 1000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/intergen,286,883
vista entertainment solutions,vista.co,1995.0,information technology and services,501 - 1000,"newton, auckland, new zealand",new zealand,linkedin.com/company/vista-entertainment-solutions,284,470
hawke's bay district health board,hawkesbay.health.nz,,hospital & health care,501 - 1000,"hastings, hawke's bay, new zealand",new zealand,linkedin.com/company/hawke's-bay-district-health-board,280,397
pushpay,pushpay.com,2011.0,information technology and services,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/pushpay-ltd,275,470
turners & growers,turnersandgrowers.com,1897.0,food & beverages,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/turners-&-growers,275,522
zespri international,zespri.com,2000.0,food production,501 - 1000,"mount maunganui, bay of plenty, new zealand",new zealand,linkedin.com/company/zespri-international,270,615
mercury,mercury.co.nz,1999.0,utilities,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/mercurynz,269,407
chapman tripp,chapmantripp.com,1875.0,law practice,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/chapman-tripp,269,1018
ara institute of canterbury,ara.ac.nz,1901.0,education management,501 - 1000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/ara-institute-of-canterbury,269,364
the new zealand institute for plant & food research ltd,plantandfood.co.nz,2008.0,research,501 - 1000,"sandringham, auckland, new zealand",new zealand,linkedin.com/company/the-new-zealand-institute-for-plant-&-food-research-ltd,268,570
waikato regional council,waikatoregion.govt.nz,,government relations,501 - 1000,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/environment-waikato,266,560
dunedin city council,dcc.jobs,,civic & social organization,501 - 1000,"dunedin, otago, new zealand",new zealand,linkedin.com/company/dunedin-city-council,263,598
carters,carters.co.nz,,building materials,501 - 1000,"east tamaki, auckland, new zealand",new zealand,linkedin.com/company/carters---your-building-partner,262,538
craigs investment partners,craigsip.com,1984.0,financial services,501 - 1000,"tauranga, gisborne, new zealand",new zealand,linkedin.com/company/craigs-investment-partners,260,410
icebreaker,icebreaker.com,1994.0,apparel & fashion,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/icebreaker,257,868
trustpower,trustpower.co.nz,1925.0,utilities,501 - 1000,"tauranga, bay of plenty, new zealand",new zealand,linkedin.com/company/trustpower,257,530
ministry for the environment,mfe.govt.nz,1986.0,government administration,501 - 1000,"thorndon, wellington, new zealand",new zealand,linkedin.com/company/ministry-for-the-environment,256,868
heinz wattie's,heinzwatties.co.nz,1934.0,food & beverages,501 - 1000,"parnell, auckland, new zealand",new zealand,linkedin.com/company/heinz-wattie's---an-hj-heinz-company,255,1085
compac,compacsort.com,1984.0,mechanical or industrial engineering,501 - 1000,"onehunga, auckland, new zealand",new zealand,linkedin.com/company/compac-sorting-equipment,254,586
hamilton city council,hamilton.govt.nz,,civic & social organization,501 - 1000,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/hamilton-city-council,253,665
skycity entertainment group,skycitycareers.co.nz,1996.0,gambling & casinos,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/skycity-entertainment-group-limited,252,522
tertiary education commission,tec.govt.nz,,education management,501 - 1000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/tertiary-education-commission,249,733
oji fibre solutions,ojifs.com,2015.0,paper & forest products,501 - 1000,"ellerslie, auckland, new zealand",new zealand,linkedin.com/company/oji-fibre-solutions,249,348
fujitsu new zealand,fujitsu.co.nz,,information technology and services,501 - 1000,"wellington, florida, united states",new zealand,linkedin.com/company/fujitsu-new-zealand-limited,248,639
simpson grierson,simpsongrierson.com,,law practice,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/simpson-grierson,245,900
scion,scionresearch.com,1947.0,research,501 - 1000,"rotorua, bay of plenty, new zealand",new zealand,linkedin.com/company/scion,243,579
fusion5,fusion5.com.au,2002.0,information technology and services,501 - 1000,,new zealand,linkedin.com/company/fusion5,240,419
new zealand racing board,nzracingboard.co.nz,2003.0,entertainment,501 - 1000,"lower hutt, wellington, new zealand",new zealand,linkedin.com/company/new-zealand-racing-board,239,771
northtec,northtec.ac.nz,1978.0,education management,501 - 1000,"whangarei, northland, new zealand",new zealand,linkedin.com/company/northtec,239,413
worksafe new zealand,worksafe.govt.nz,2013.0,government administration,501 - 1000,"wellington, wellington, new zealand",new zealand,linkedin.com/company/worksafe-new-zealand,235,468
foodstuffs (south island) ltd,foodstuffs-si.co.nz,,supermarkets,501 - 1000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/foodstuffs-south-island-ltd,232,544
new zealand qualifications authority,nzqa.govt.nz,,education management,501 - 1000,"wellington, florida, united states",new zealand,linkedin.com/company/new-zealand-qualifications-authority,232,751
the radio network,,2014.0,broadcast media,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/the-radio-network,232,946
jade software corporation,jadeworld.com,1978.0,computer software,501 - 1000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/jade-software-corporation,231,516
officemax new zealand,officemax.co.nz,1871.0,business supplies and equipment,501 - 1000,"manukau, auckland, new zealand",new zealand,linkedin.com/company/officemax-new-zealand,231,495
callaghan innovation,callaghaninnovation.govt.nz,2013.0,research,501 - 1000,"lower hutt, wellington, new zealand",new zealand,linkedin.com/company/callaghan-innovation,230,568
public trust,publictrust.co.nz,1873.0,financial services,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/public-trust,230,773
gns science,gns.cri.nz,1992.0,research,501 - 1000,"lower hutt, wellington, new zealand",new zealand,linkedin.com/company/gns-science,229,585
mighty river power,mightyriver.co.nz,1999.0,utilities,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/mighty-river-power,227,1181
ck,getvisa.co.nz,,legal services,501 - 1000,,new zealand,linkedin.com/company/ck,225,240
powerco,powerco.co.nz,,utilities,501 - 1000,"new plymouth, taranaki, new zealand",new zealand,linkedin.com/company/powerco,224,461
synlait milk limited,synlait.com,2005.0,dairy,501 - 1000,"rakaia, wellington, new zealand",new zealand,linkedin.com/company/synlait-ltd,224,422
landcare research,landcareresearch.co.nz,1992.0,research,501 - 1000,"lincoln, auckland, new zealand",new zealand,linkedin.com/company/landcare-research,223,618
property brokers,propertybrokers.co.nz,1986.0,real estate,501 - 1000,"palmerston north, wellington, new zealand",new zealand,linkedin.com/company/property-brokers,223,304
quarcent 房地产,quarcent.com,2014.0,real estate,501 - 1000,"dunedin, otago, new zealand",new zealand,linkedin.com/company/quarcent-reca,221,234
waiariki institute of technology,waiariki.ac.nz,1978.0,education management,501 - 1000,"rotorua, bay of plenty, new zealand",new zealand,linkedin.com/company/waiariki-institute-of-technology,221,494
geneva healthcare,genevahealth.com,1997.0,hospital & health care,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/geneva-health,220,446
sda church,nnzc.org.nz,,religious institutions,501 - 1000,"wiri, auckland, new zealand",new zealand,linkedin.com/company/sda-church,220,234
community living,communityliving.org.nz,1989.0,individual & family services,501 - 1000,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/community-living,220,394
harrison grierson,harrisongrierson.com,1885.0,civil engineering,501 - 1000,"newmarket, auckland, new zealand",new zealand,linkedin.com/company/harrison-grierson-consultants-ltd,219,575
ricoh new zealand limited,ricoh.co.nz,1970.0,information technology and services,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/ricoh-new-zealand-limited,219,495
city care ltd,citycare.co.nz,1999.0,civil engineering,501 - 1000,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/citycaregroup,218,536
russell mcveagh,russellmcveagh.com,1863.0,law practice,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/russell-mcveagh,218,1322
rakon,rakon.com,1967.0,electrical/electronic manufacturing,501 - 1000,"auckland, auckland, new zealand",new zealand,linkedin.com/company/rakon,217,537
