name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
valdes photography,valdesphotography.co.nz,2014.0,photography,1 - 10,"pirongia, waikato, new zealand",new zealand,linkedin.com/company/valdesphotography,1,1
1geotechnical ltd,1geotechnical.co.nz,2011.0,construction,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/1geotechnical,1,1
computergate new zealand,computergate.co.nz,2016.0,information technology and services,1 - 10,"manukau, auckland, new zealand",new zealand,linkedin.com/company/computergate-new-zealand,1,3
cambridge property management limited,cambridgepropertymanagement.co.uk,,real estate,1 - 10,"cambridge, waikato, new zealand",new zealand,linkedin.com/company/cambridge-property-management-limited,1,1
netcare limited,netcare.nz,1999.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/netcareltdnz,1,1
dynamic supply co,dynamicsupply.co.nz,2014.0,food & beverages,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/dynamic-supply-co,1,1
trade connect,tradeconnect.co.nz,2011.0,staffing and recruiting,1 - 10,"east tamaki, auckland, new zealand",new zealand,linkedin.com/company/trade-connect,1,3
native software limited,nativesoftware.co.nz,1998.0,information technology and services,1 - 10,"tauranga, gisborne, new zealand",new zealand,linkedin.com/company/native-software-limited,1,1
fairview property holdings ltd.,fairviewproperty.co.nz,2013.0,investment management,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/fairviewproperty,1,1
simha consulting limited,simha.co.nz,2013.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/simha-consulting,1,1
yolo store,yolostore.nz,2017.0,apparel & fashion,1 - 10,"new plymouth, taranaki, new zealand",new zealand,linkedin.com/company/yolo-store,1,1
the family farm,thefamilyfarm.co,2015.0,marketing and advertising,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/the-family-farm,1,1
weststarr management services ltd,weststarr.co.nz,2007.0,management consulting,1 - 10,"waikanae, wellington, new zealand",new zealand,linkedin.com/company/weststarr-management-services,1,1
elecdes systems pvt. ltd.,electricaldrawingservice.com,,utilities,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/elecdes-manpower,1,5
new zealand community newspapers association,cna.org.nz,1959.0,newspapers,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/nzcna,1,1
econergy,econergy.co.nz,,renewables & environment,1 - 10,"henderson, auckland, new zealand",new zealand,linkedin.com/company/econergy-limited,1,2
the heart trust nz,thehearttrust.co.nz,1976.0,fund-raising,1 - 10,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/the-heart-trust-nz,1,1
the foundry brew pub,thefoundrycanterbury.co.uk,,arts and crafts,1 - 10,,new zealand,linkedin.com/company/the-foundry-brew-pub,1,1
flight digital,flightdigital.co.nz,,marketing and advertising,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/flight-digital,1,1
"totalpos solutions, christchurch nz",totalpos.co.nz,1989.0,business supplies and equipment,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/totalpos-solutions-christchurch-nz,1,1
software engineering students association,sesa.org.nz,2008.0,computer software,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/uoasesa,1,1
brew galactic,,2016.0,food & beverages,1 - 10,,new zealand,linkedin.com/company/brew-galactic,1,1
logico digital consulting,logico.co.nz,2017.0,marketing and advertising,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/logico-digital-consulting,1,1
threefold group,threefold.co.nz,2014.0,financial services,1 - 10,"takapuna, auckland, new zealand",new zealand,linkedin.com/company/threefold-group,1,1
first class jet skis,windsurfauckland.com,,"leisure, travel & tourism",1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/first-class-jet-skis,1,1
nido group nz,nidogroup.co.nz,2014.0,financial services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/nido-group-nz,1,1
2on4 sports,2on4sports.com,2013.0,publishing,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/2on4-sports,1,1
association of new zealand advertisers (anza),,1931.0,marketing and advertising,1 - 10,"takapuna, auckland, new zealand",new zealand,linkedin.com/company/association-of-new-zealand-advertisers,1,1
for the love of landscape,fortheloveofit.co.nz,2011.0,architecture & planning,1 - 10,"raglan, waikato, new zealand",new zealand,linkedin.com/company/for-the-love-of-landscape,1,1
explorego,explorego.com,2016.0,information services,1 - 10,"queenstown, otago, new zealand",new zealand,linkedin.com/company/explorego,1,1
web ranger,webranger.co.nz,2009.0,internet,1 - 10,"napier, hawke's bay, new zealand",new zealand,linkedin.com/company/web-ranger,1,1
tusk legal services,tusklegal.co.nz,2010.0,law practice,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/tusk-legal-services,1,2
general collective,generalcollective.co.nz,2014.0,retail,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/general-collective,1,1
viaduct harbour rentals limited,viaductrentals.co.nz,1999.0,real estate,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/viaduct-harbour-rentals-limited,1,1
total trade supplies,totaltrade.co.nz,,mechanical or industrial engineering,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/total-trade-supplies,1,4
midland construction nz,midlandconstruction.co.nz,1986.0,construction,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/midland-construction-nz,1,1
no worries creative ltd,no-worries.co.nz,2010.0,design,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/no-worries-creative-ltd,1,3
avonside girls high school bot,avonside.school.nz,,e-learning,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/avonside-girls-high-school-bot,1,1
bailey tanks limited,tanks.co.nz,,logistics and supply chain,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/bailey-tanks-limited,1,8
nz building training and compliance,nzbtc.co.nz,2016.0,construction,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/nz-building-training-and-compliance,1,1
active welding limited,welding.co.nz,1994.0,construction,1 - 10,"onehunga, auckland, new zealand",new zealand,linkedin.com/company/active-welding-limited,1,2
zebra design & print ltd,zebradesign.co.nz,2005.0,printing,1 - 10,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/zebra-design-&-print-ltd,1,1
viking insurance services,viking-insurance.co.uk,,insurance,1 - 10,"hastings, hawke's bay, new zealand",new zealand,linkedin.com/company/viking-insurance-services,1,1
mrs brown & co,mrsbrown.co,,cosmetics,1 - 10,"akaroa, canterbury, new zealand",new zealand,linkedin.com/company/mrsbrown,1,1
design shore technologies,designshore.co.nz,2016.0,marketing and advertising,1 - 10,"mount eden, auckland, new zealand",new zealand,linkedin.com/company/design-shore-technologies,1,4
cinamon media hub,cinamonmediahub.com,2017.0,marketing and advertising,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/cinamonmediahub,1,1
ironoak financial services,ironoak.co.nz,2015.0,financial services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/ironoak-financial-services,1,1
gender equal nz led by the national council of women,genderequal.nz,1896.0,public relations and communications,1 - 10,"wellington, wellington, new zealand",new zealand,linkedin.com/company/gender-equal-nz,1,2
lanky hippo publishing ltd.,lankyhippo.com,2012.0,publishing,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/lanky-hippo-publishing-ltd,1,1
good websites ltd,goodwebsites.nz,,internet,1 - 10,"tauranga, bay of plenty, new zealand",new zealand,linkedin.com/company/good-websites,1,1
sunsmart homes,sunsmarthomes.co.nz,,architecture & planning,1 - 10,"henderson, auckland, new zealand",new zealand,linkedin.com/company/sunsmart-homes,1,2
prosouth it solutions,prosouth.co.nz,2002.0,information technology and services,1 - 10,"dunedin, otago, new zealand",new zealand,linkedin.com/company/prosouth-it-solutions,1,6
cotton & clay,cottonandclay.co.nz,2017.0,luxury goods & jewelry,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/cotton-clay,1,1
finax,finax.co.nz,2016.0,financial services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/finax-advisers,1,1
st michaels and all angels church,stmichaels.org.nz,1906.0,religious institutions,1 - 10,"wellington, wellington, new zealand",new zealand,linkedin.com/company/st-michaels-and-all-angels-church,1,1
7outsource,7outsource.com,,computer software,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/7outsource,1,1
tyner group,tyner.group,2016.0,information technology and services,1 - 10,"parnell, auckland, new zealand",new zealand,linkedin.com/company/tyner-group,1,1
sugar free,sugarfree.co.nz,,retail,1 - 10,"herne bay, auckland, new zealand",new zealand,linkedin.com/company/sugar-free,1,4
0508tempfence,0508tempfence.co.nz,,construction,1 - 10,"manukau, auckland, new zealand",new zealand,linkedin.com/company/0508tempfence,1,1
my business buddy,mybusinessbuddy.biz,,marketing and advertising,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/my-business-buddy,1,2
new zealand cheese school ltd,newzealandcheeseschool.co.nz,,food & beverages,1 - 10,"putaruru, waikato, new zealand",new zealand,linkedin.com/company/new-zealand-cheese-school,1,1
commtera networks ltd,commtera.co.nz,2005.0,telecommunications,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/commtera-networks-ltd,1,1
farry riddell consultancy,farryriddell.co.nz,,management consulting,1 - 10,"dunedin, otago, new zealand",new zealand,linkedin.com/company/farry-riddell-consultancy,1,2
your hidden mind,yourhiddenmind.com,2012.0,"health, wellness and fitness",1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/your-hidden-mind,1,1
creative strategies nz,creativestrategies.co.nz,2013.0,management consulting,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/creative-strategies-nz,1,1
beforeyoubuy limited,beforeyoubuy.co.nz,,consumer services,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/beforeyoubuy-limited,1,2
team buckley physio limited,teambuckleyphysio.co.uk,,"health, wellness and fitness",1 - 10,,new zealand,linkedin.com/company/team-buckley-physio-limited,1,1
clients first financial ltd,clientsfirst.co.nz,,insurance,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/clients-first-financial-ltd,1,1
et capital limited,etcapital.com,1993.0,venture capital & private equity,1 - 10,"cambridge, waikato, new zealand",new zealand,linkedin.com/company/et-capital-limited,1,1
cloudy bay clams,cloudybayclams.com,1990.0,fishery,1 - 10,"blenheim, marlborough, new zealand",new zealand,linkedin.com/company/cloudy-bay-clams,1,1
deft,deft.nz,2016.0,information technology and services,1 - 10,"wellington, wellington, new zealand",new zealand,linkedin.com/company/deftdefy,1,1
hummingbird coffee limited,hummingbirdcoffee.co.nz,,hospitality,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/hummingbird-coffee-limited,1,2
white cloud creative limited,whitecloudcreative.co.nz,2016.0,graphic design,1 - 10,,new zealand,linkedin.com/company/white-cloud-creative-limited,1,1
kt building consultancy ltd,ktbc.co.nz,2016.0,construction,1 - 10,"red beach, auckland, new zealand",new zealand,linkedin.com/company/kt-building-consultancy-ltd,1,1
waterstone developments,waterstonedevelopments.com,,real estate,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/waterstone-developments,1,1
adapto ltd,adapto.co.nz,2011.0,management consulting,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/adapto-ltd,1,1
nine sixty,ninesixty.co.nz,,graphic design,1 - 10,"newtown, wellington, new zealand",new zealand,linkedin.com/company/nine-sixty,1,1
business performance improvement ltd,businessperformanceimprovement.co.nz,2015.0,management consulting,1 - 10,"whangarei, northland, new zealand",new zealand,linkedin.com/company/business-performance-improvement-ltd,1,1
set and forget marketing,setandforgetmarketing.com,,computer software,1 - 10,"albany, auckland, new zealand",new zealand,linkedin.com/company/set-and-forget-marketing,1,3
callstar ltd,callstar.co.nz,2009.0,telecommunications,1 - 10,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/callstar-ltd,1,4
auckland skin & cancer foundation,skincancer.co.nz,1998.0,medical practice,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/auckland-skin-cancer-foundation,1,1
moneytree financial services ltd,mymoneytree.co.nz,2010.0,insurance,1 - 10,"palmerston north, wellington, new zealand",new zealand,linkedin.com/company/mymoneytree,1,1
your call nz,yourcallnz.co.nz,,outsourcing/offshoring,1 - 10,"hastings, hawke's bay, new zealand",new zealand,linkedin.com/company/your-call-nz,1,1
green consulting ltd,greenconsulting.co.nz,2008.0,marketing and advertising,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/green-consulting-ltd,1,1
top end electronics,topendelectronics.co.nz,2012.0,consumer electronics,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/top-end-electronics,1,1
quinovic property management - wellington kent terrace,quinovickentterrace.co.nz,,real estate,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/quinovic-property-management---kent-terrace,1,2
ocean science consulting nz (asia-pacific) ltd,osc-nz.co.nz,2014.0,environmental services,1 - 10,,new zealand,linkedin.com/company/ocean-science-consulting-nz-asia-pacific-ltd,1,1
buildfornextgen ltd,buildfornextgen.com,2012.0,building materials,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/buildfornextgen-ltd,1,1
design4work,design4work.co.nz,1964.0,furniture,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/design4work,1,2
tuscany villas whakatane,,2004.0,hospitality,1 - 10,"whakatane, auckland, new zealand",new zealand,linkedin.com/company/tuscany-villas-whakatane,1,1
supporterbox,supporterbox.co.nz,2017.0,retail,1 - 10,"tauranga, gisborne, new zealand",new zealand,linkedin.com/company/supporterbox,1,1
passive fire solutions,passivefiresolutions.co.nz,2016.0,construction,1 - 10,"henderson, auckland, new zealand",new zealand,linkedin.com/company/passive-fire-solutions,1,1
mtm accounting limited,mtmaccounting.co.nz,2008.0,accounting,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/mtm-accounting-svc,1,1
oneness consultancy services limited,theoner.com,,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/oneness-consultancy-services-limited,1,1
coca toi moroki centre of contemporary art,coca.org.nz,1880.0,museums and institutions,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/cocatoimorokicentreofcontemporaryart,1,5
midnight,midnightlabel.com,2014.0,apparel & fashion,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/midnight-label,1,1
total media magic,totalmediamagic.com,2006.0,marketing and advertising,1 - 10,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/total-media-magic,1,3
north west cambridge development housing,,,real estate,1 - 10,"cambridge, waikato, new zealand",new zealand,linkedin.com/company/north-west-cambridge-development-housing,1,1
prosper software,prospersoftware.com,,information technology and services,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/prosper-software,1,3
sentence case new zealand,sentencecase.co.nz,2015.0,marketing and advertising,1 - 10,"wellington, wellington, new zealand",new zealand,linkedin.com/company/sentence-case-new-zealand,1,2
lingo nz limited,lingo.kiwi.nz,2012.0,international trade and development,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/lingo-nz-limited,1,1
giltech engineering limited,,2015.0,construction,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/giltech-engineering-limited,1,1
audienceadvantage limited,,2016.0,market research,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/audience-advantage,1,1
lpm group,lpmretainingwalls.co.nz,2012.0,construction,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/lpm-group,1,3
people leaders,peopleleaders.co.nz,,professional training & coaching,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/people-leaders,1,1
claris@work • claris group,claris.co.nz,2014.0,hospital & health care,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/claris-group,1,1
netball central zone inc.,netballcentral.co.nz,,sports,1 - 10,"kilbirnie, wellington, new zealand",new zealand,linkedin.com/company/netball-central-zone-inc,1,1
johanna pierre environmental consulting ltd,jpec.co.nz,2011.0,renewables & environment,1 - 10,"lower hutt, wellington, new zealand",new zealand,linkedin.com/company/johanna-pierre-environmental-consulting-ltd,1,1
isatrin limited,isatrin.nz,2012.0,marketing and advertising,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/isatrin-limited,1,1
treadway equipped,treadwayequipped.co.nz,1976.0,wholesale,1 - 10,"whangarei, northland, new zealand",new zealand,linkedin.com/company/treadway-equipped,1,1
nz wedding directory,nzweddingdirectory.co.nz,,marketing and advertising,1 - 10,,new zealand,linkedin.com/company/nz-wedding-directory,1,2
get go consulting,getgo.co.nz,2017.0,management consulting,1 - 10,,new zealand,linkedin.com/company/get-go-consulting,1,1
haztec 2018 ltd,haztec.co.nz,,management consulting,1 - 10,"silverdale, auckland, new zealand",new zealand,linkedin.com/company/haztec-2018-ltd,1,1
monarch life ltd,monarchlife.co.nz,2014.0,professional training & coaching,1 - 10,"porirua, wellington, new zealand",new zealand,linkedin.com/company/monarch-life-ltd,1,1
bounce coaching,bouncecoaching.co.nz,,professional training & coaching,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/bounce-coaching,1,1
medelec ltd,medelec.co.nz,2015.0,medical devices,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/medelec-ltd,1,3
performance insights,performanceinsights.com,,management consulting,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/performance-insights-inc.,1,2
elearn & laugh - video learning platform,elearnandlaugh.com,2017.0,e-learning,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/elearn-and-laugh,1,1
aflickion digital,,,facilities services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/aflickion-digital,1,1
dreamcast talent management,dreamcast.co.nz,,entertainment,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/dreamcast-talent-management,1,1
mint it solutions,mint-it.co.nz,2013.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/mint-it-solutions-nz,1,1
vedere group,vedere-group.com,2005.0,pharmaceuticals,1 - 10,"parnell, auckland, new zealand",new zealand,linkedin.com/company/vedere-group,1,6
enterprise electrical,enterpriseelectrical.co.nz,2014.0,industrial automation,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/enterprise-electrical,1,1
kaar,kaar.co.nz,1994.0,automotive,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/kelvin-armstrong-auto-repairs-kaar-,1,1
big kid film productions,bigkid.co.nz,2012.0,media production,1 - 10,"te awamutu, waikato, new zealand",new zealand,linkedin.com/company/big-kid-film-productions,1,2
chatterbox pr,chatterboxpr.co.nz,2012.0,public relations and communications,1 - 10,"manukau, auckland, new zealand",new zealand,linkedin.com/company/chatterbox-pr,1,2
kiwi pioneers group,kiwipioneersgroup.co.nz,2017.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/kiwi-pioneers-group,1,1
visitorrego,visitorrego.com,,facilities services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/visitorrego,1,1
co-operative resources limited,cooperativeresources.co.nz,2011.0,human resources,1 - 10,"new plymouth, taranaki, new zealand",new zealand,linkedin.com/company/co-operative-resources-limited,1,1
fse - fire safety equipment,fse.co.nz,2006.0,mechanical or industrial engineering,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/fse---fire-safety-equipment,1,1
levelco.io,levelco.io,2018.0,financial services,1 - 10,"whakatane, auckland, new zealand",new zealand,linkedin.com/company/levelco-io,1,1
rent wellington property managers,rentwellington.co.nz,2010.0,real estate,1 - 10,"kilbirnie, wellington, new zealand",new zealand,linkedin.com/company/rent-wellington-property-managers,1,4
binaryio,binaryio.cloud,2017.0,internet,1 - 10,"dunedin, otago, new zealand",new zealand,linkedin.com/company/binaryio,1,1
ellesmere college nz,ellesmere.school.nz,1980.0,education management,1 - 10,"leeston, canterbury, new zealand",new zealand,linkedin.com/company/ellesmere-college-nz,1,1
me/cfs support (auckland) inc,meauckland.org.nz,2014.0,"health, wellness and fitness",1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/me-cfs-support-auckland-,1,1
advicekiwi,advicekiwi.co.nz,,financial services,1 - 10,,new zealand,linkedin.com/company/advicekiwi,1,1
enginurity,enginurity.co.nz,2017.0,staffing and recruiting,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/enginurity-recruitment,1,1
wakatipu reforestation trust,wrtqt.org.nz,2013.0,environmental services,1 - 10,"queenstown, otago, new zealand",new zealand,linkedin.com/company/wakatipu-reforestation-trust,1,1
breakthrough group limited,breakthroughgroup.co.nz,,accounting,1 - 10,"henderson, auckland, new zealand",new zealand,linkedin.com/company/breakthrough-group-limited,1,4
the model workshop,themodelworkshop.com,2006.0,architecture & planning,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/the-model-workshop,1,1
marlow mcguinness ltd,marlowmcguinness.com,2014.0,writing and editing,1 - 10,"cambridge, waikato, new zealand",new zealand,linkedin.com/company/marlow-mcguinness-ltd,1,1
shire systems (south pacific) ltd,shiresystems.co.nz,1987.0,computer software,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/shire-systems-south-pacific-ltd,1,1
brightstar nz limited,brightstarcorp.co.nz,,telecommunications,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/brightstar-nz-limited,1,3
flwr,flwr.co.nz,2018.0,arts and crafts,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/flwr-nz,1,1
jobgram,getajobgram.com,2012.0,staffing and recruiting,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/jobgram,1,2
iqm group nz ltd,iqm.group,1983.0,management consulting,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/iqm-group-nz-ltd,1,1
cats protection wellington,cpl-wellington.org.nz,1982.0,non-profit organization management,1 - 10,,new zealand,linkedin.com/company/cats-protection-wellington,1,1
rockgas taranaki,rockgas-taranaki.co.nz,,oil & energy,1 - 10,"new plymouth, taranaki, new zealand",new zealand,linkedin.com/company/rockgas-taranaki,1,1
frettens llp,,,legal services,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/frettens-llp,1,1
1j capital,1jcapital.com,2018.0,financial services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/1j-capital,1,1
a2 corporation limited,a2corporation.com,,biotechnology,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/a2-corporation-limited,1,7
seo success melbourne,seosuccessmelbourne.com,2012.0,marketing and advertising,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/seo-success-melbourne,1,2
action to action limited,actiontoaction.co.nz,2013.0,information technology and services,1 - 10,"hamilton, waikato, new zealand",new zealand,linkedin.com/company/action-to-action-limited,1,2
dentec nz ltd,dentecnz.co.nz,2007.0,"health, wellness and fitness",1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/dentec-nz-limited,1,1
marlborough 4 fun,marlborough4fun.co.nz,1997.0,events services,1 - 10,"blenheim, marlborough, new zealand",new zealand,linkedin.com/company/marlborough-4-fun,1,2
the good portal,thegoodportal.nz,,internet,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/the-good-portal,1,1
luxon advertising,luxon.co.nz,1975.0,marketing and advertising,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/luxon-advertising,1,1
one foundation limited,onefoundation.nz,2004.0,non-profit organization management,1 - 10,"rotorua, bay of plenty, new zealand",new zealand,linkedin.com/company/one-new-zealand,1,1
intro limited,intro.fm,2013.0,computer software,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/greatintro,1,1
new zealand young chinese entrepreneur association,nzycea.com,2015.0,public relations and communications,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/new-zealand-youth-chinese-student-association,1,5
funpix event photo booth nz,,2009.0,photography,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/funpix-nz-ltd,1,1
hastings hospital,,,hospital & health care,1 - 10,"hastings, hawke's bay, new zealand",new zealand,linkedin.com/company/hastings-hospital,1,3
tuaropaki communications,inzonecorp.com,,internet,1 - 10,"taupo, auckland, new zealand",new zealand,linkedin.com/company/tuaropaki-communications,1,8
indafrica travel marketing ltd,indafrica.co.nz,2013.0,"leisure, travel & tourism",1 - 10,"cromwell, connecticut, united states",new zealand,linkedin.com/company/indafrica-travel-marketing,1,1
northland aviation limited,northlandinc.co.nz,,airlines/aviation,1 - 10,"whangarei, northland, new zealand",new zealand,linkedin.com/company/northland-aviation-limited,1,2
client connection,clientconnection.co.nz,2015.0,marketing and advertising,1 - 10,"stratford, taranaki, new zealand",new zealand,linkedin.com/company/client-connection,1,1
slickra,slickra.co.nz,2017.0,information technology and services,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/slickra,1,1
foster law,fosterlaw.co.nz,,law practice,1 - 10,"hastings, hawke's bay, new zealand",new zealand,linkedin.com/company/foster-law-hastings,1,1
space craft systems,spacecraft.co.nz,2012.0,civic & social organization,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/space-craft-systems,1,4
red line fishing ltd,redlinefishing.nz,2015.0,fishery,1 - 10,"tauranga, gisborne, new zealand",new zealand,linkedin.com/company/red-line-fishing-ltd,1,1
trades labour civil,,,staffing and recruiting,1 - 10,"rolleston, canterbury, new zealand",new zealand,linkedin.com/company/trades-labour-civil,1,2
electric blue nz ltd,electricblue.co.nz,2016.0,online media,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/electricbluevideoproduction,1,1
jaico,jaico.co.nz,2015.0,fishery,1 - 10,"timaru, canterbury, new zealand",new zealand,linkedin.com/company/jaico,1,2
73 hire ltd,73hire.co.nz,2011.0,retail,1 - 10,"darfield, canterbury, new zealand",new zealand,linkedin.com/company/73-hire-ltd,1,1
pounamu accounting,pounamu.net.nz,,accounting,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/pounamu-accounting,1,2
karapoti consulting,karapoti.net.nz,,information technology and services,1 - 10,"wellington, florida, united states",new zealand,linkedin.com/company/karapoti-consulting,1,1
3c systems,3csystems.co.nz,2014.0,management consulting,1 - 10,"henderson, auckland, new zealand",new zealand,linkedin.com/company/3c-systems,1,1
ask q ltd,askq.co.nz,2017.0,professional training & coaching,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/askq.it,1,1
the hut (bishop auckland) limited,,,restaurants,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/the-hut-bishop-auckland-limited,1,1
central otago motorcycle hire,comotorcyclehire.co.nz,2006.0,"leisure, travel & tourism",1 - 10,"cromwell, otago, new zealand",new zealand,linkedin.com/company/central-otago-motorcycle-hire,1,1
evergreen earth ltd,evergreenearth.org,2014.0,"health, wellness and fitness",1 - 10,"rangiora, canterbury, new zealand",new zealand,linkedin.com/company/evergreen-earth-ltd,1,1
topic rentals,topicphoto.co.nz,1999.0,photography,1 - 10,"auckland, auckland, new zealand",new zealand,linkedin.com/company/topic-photography,1,4
esp ventures limited,espventures.co.nz,1998.0,events services,1 - 10,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/esp-ventures-limited,1,1
rail infrastructure consultants (nz) ltd,,2012.0,transportation/trucking/railroad,1 - 10,"birkenhead, auckland, new zealand",new zealand,linkedin.com/company/rail-infrastructure-consultants,1,1
agsense,agsense.co.nz,2013.0,information technology and services,1 - 10,"omaha, nebraska, united states",new zealand,linkedin.com/company/agsense,1,1
