name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
pt bank mandiri (persero) tbk.,bankmandiri.co.id,1998.0,banking,10001+,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/bank-mandiri,10268,15124
pt. bank negara indonesia (persero) tbk.,bni.co.id,1946.0,banking,10001+,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-bank-negara-indonesia-persero-tbk.,6316,8566
pt.pertamina (persero),pertamina.com,1957.0,oil & energy,10001+,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pertamina,5277,8237
bii,bii.co.id,1959.0,banking,10001+,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/bank-internasional-indonesia,4719,6243
telkomsel,telkomsel.com,1995.0,telecommunications,10001+,"selatan, east java, indonesia",indonesia,linkedin.com/company/telkomsel,4488,7733
pt pln (persero),pln.co.id,1961.0,utilities,10001+,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-pln-persero-,4423,5741
pt hm sampoerna tbk,sampoerna.com,1913.0,tobacco,10001+,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-hm-sampoerna-tbk,4331,6590
telekomunikasi indonesia,telkom.co.id,1884.0,information technology and services,10001+,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/telekomunikasi-indonesia,4288,7313
pt bank rakyat indonesia (persero) tbk,bri.co.id,1895.0,banking,10001+,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-bank-rakyat-indonesia-persero-tbk,3632,5385
prudential indonesia (pt prudential life assurance),prudential.co.id,1995.0,insurance,10001+,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/prudential-indonesia-pt-prudential-life-assurance-,3627,5283
indosat,indosatooredoo.com,1967.0,telecommunications,10001+,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/indosat,3613,6833
bank danamon indonesia,danamon.co.id,1956.0,banking,10001+,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/bank-danamon-indonesia,3599,9603
cimb niaga,cimbniaga.com,1955.0,banking,10001+,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt--bank-cimb-niaga-tbk,3360,6901
pt bank central asia tbk,bca.co.id,1957.0,banking,5001 - 10000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-bank-central-asia-tbk,3258,6142
pt. xl axiata tbk,xl.co.id,1989.0,telecommunications,5001 - 10000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-xl-axiata-tbk,3040,6496
pt bank tabungan pensiunan nasional tbk,btpn.com,1958.0,banking,5001 - 10000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-bank-tabungan-pensiunan-nasional-tbk,2537,4373
university of indonesia,ui.ac.id,,higher education,5001 - 10000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/university-of-indonesia,2469,5702
pt. trakindo utama,trakindo.co.id,1970.0,business supplies and equipment,5001 - 10000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-trakindo-utama,2210,3924
pt. frisian flag indonesia,frisianflag.com,1922.0,consumer goods,5001 - 10000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-frisian-flag-indonesia,2148,2913
pt bank panin tbk,panin.co.id,1971.0,banking,5001 - 10000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-bank-panin-tbk,2093,4184
pt bank mega tbk.,bankmega.com,,banking,5001 - 10000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-bank-mega-tbk.,2085,4705
institut teknologi bandung,itb.ac.id,1920.0,higher education,5001 - 10000,"bandung, jawa barat, indonesia",indonesia,linkedin.com/company/itb,1930,5082
permatabank,permatabank.com,2002.0,banking,5001 - 10000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/permatabank,1868,4075
bank ocbc nisp,ocbcnisp.com,1941.0,banking,5001 - 10000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt--bank-ocbc-nisp-tbk,1854,4100
indonesia power,indonesiapower.co.id,1995.0,oil & energy,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/indonesia-power,1659,2104
central bank of indonesia,bi.go.id,,government administration,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/central-bank-of-indonesia,1648,3609
pt. mayora indah tbk,mayora.com,1977.0,food & beverages,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-mayora-indah-tbk,1634,3006
pt smart tbk,smart-tbk.com,1996.0,consumer goods,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-smart-tbk,1609,3236
"pt kalbe farma, tbk",kalbe.co.id,1966.0,pharmaceuticals,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-kalbe-farma,1591,3254
"pt. sumber alfaria trijaya, tbk",alfamartku.com,1999.0,retail,1001 - 5000,"tangerang, banten, indonesia",indonesia,linkedin.com/company/pt-sumber-alfaria-trijaya-tbk,1519,2817
pt bank muamalat indonesia tbk,muamalatbank.com,1991.0,banking,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-bank-muamalat-indonesia-tbk,1501,2234
pt astra international tbk,astra.co.id,1957.0,automotive,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-astra-international,1494,3226
pt astra honda motor,astra-honda.com,2001.0,automotive,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-astra-honda-motor,1436,2574
pt. mitra adiperkasa tbk,map.co.id,1995.0,retail,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt--mitra-adiperkasa-tbk,1418,3417
pt. bank tabungan negara (persero) tbk,btn.co.id,1897.0,banking,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt--bank-tabungan-negara-persero-tbk,1416,1945
pt. kereta api indonesia (persero),kereta-api.co.id,1945.0,transportation/trucking/railroad,1001 - 5000,"bandung, jawa barat, indonesia",indonesia,linkedin.com/company/pt--kereta-api-indonesia-persero-,1409,1759
lpdp kementerian keuangan ri,kemenkeu.go.id,2011.0,facilities services,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/lembaga-pengelola-dana-pendidikan,1396,1760
pt smartfren telecom,smartfren.com,2011.0,telecommunications,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-smartfren-telecom,1318,2259
go-jek,go-jek.com,2010.0,information technology and services,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt--go-jek-indonesia,1308,1749
pt. rekayasa industri,rekayasa.com,,oil & energy,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt--rekayasa-industri_2,1302,2249
pt indofood sukses makmur tbk,indofood.co.id,,consumer goods,1001 - 5000,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/pt-indofood-sukses-makmur-tbk,1291,2222
pt. mnc sky vision,indovision.tv,,broadcast media,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-mnc-sky-vision,1281,2659
freeport indonesia,ptfi.co.id,1967.0,mining & metals,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/freeport-indonesia,1188,2315
pt lion air,lionair.co.id,2000.0,airlines/aviation,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-lion-air,1125,1984
traveloka,traveloka.com,2012.0,internet,1001 - 5000,"barat, west java, indonesia",indonesia,linkedin.com/company/traveloka-com,1100,1500
pertamina ep,pertamina-ep.com,2005.0,oil & energy,1001 - 5000,"selatan, east java, indonesia",indonesia,linkedin.com/company/pertamina-ep,1097,2304
university of brawijaya,ub.ac.id,,higher education,1001 - 5000,"malang, east java, indonesia",indonesia,linkedin.com/company/university-of-brawijaya,1087,1533
pt. united tractors tbk.,unitedtractors.com,1972.0,machinery,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-united-tractors-tbk.,1086,2211
tokopedia,tokopedia.com,2009.0,internet,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt--tokopedia,1071,1608
pt. indomarco prismatama,indomaret.co.id,1988.0,retail,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-indomarco-prismatama,1057,1805
universitas padjadjaran,unpad.ac.id,,education management,1001 - 5000,,indonesia,linkedin.com/company/universitas-padjadjaran,1055,2083
asia pulp & paper,asiapulppaper.com,1972.0,paper & forest products,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/asiapulppaper,1037,2400
adira,adira.co.id,1990.0,financial services,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/adira,1030,1950
"pt bfi finance indonesia, tbk",bfi.co.id,1982.0,financial services,1001 - 5000,"tangerang, banten, indonesia",indonesia,linkedin.com/company/pt-bfi-finance-indonesia-tbk,1007,1644
"pt agung podomoro land, tbk",agungpodomoroland.com,,real estate,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-agung-podomoro-land-tbk,1003,1833
gmf aeroasia,gmf-aeroasia.co.id,2002.0,airlines/aviation,1001 - 5000,"tangerang, banten, indonesia",indonesia,linkedin.com/company/gmf-aeroasia,990,1661
"pt elnusa, tbk",elnusa.co.id,1969.0,oil & energy,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-elnusa-tbk,972,1907
bina nusantara university,binus.ac.id,1974.0,higher education,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/bina-nusantara-university,962,2899
otoritas jasa keuangan,ojk.go.id,2013.0,financial services,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/otoritas-jasa-keuangan,956,1218
pt. surya madistrindo,,2002.0,tobacco,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-surya-madistrindo,952,1475
pt bank sinarmas,banksinarmas.com,,banking,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-bank-sinarmas,944,1672
bank bjb,bankbjb.co.id,1960.0,banking,1001 - 5000,"bandung, west java, indonesia",indonesia,linkedin.com/company/bank-bjb,933,1296
pt. kaltim prima coal,kpc.co.id,,mining & metals,1001 - 5000,"timur, jawa barat, indonesia",indonesia,linkedin.com/company/pt.-kaltim-prima-coal,918,1643
pt djarum,djarum.com,1951.0,consumer goods,1001 - 5000,"kudus, central java, indonesia",indonesia,linkedin.com/company/pt-djarum,913,1571
pt. tripatra engineers and constructors,tripatra.com,1973.0,oil & energy,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt--tripatra-engineers-and-constructors,872,2635
pt. sigma cipta caraka (telkomsigma),telkomsigma.co.id,1987.0,information technology and services,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-sigma-cipta-caraka,866,1721
fifgroup,fifgroup.co.id,1989.0,financial services,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-federal-international-finance,865,1566
siloam hospitals group,siloamhospitals.com,,hospital & health care,1001 - 5000,"tangerang, banten, indonesia",indonesia,linkedin.com/company/siloam-hospitals-group,856,1372
pt. astra daihatsu motor,daihatsu.co.id,1978.0,automotive,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt--astra-daihatsu-motor,853,1662
bukalapak,bukalapak.com,2010.0,internet,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-bukalapak-com,840,1083
pt. krakatau steel,krakatausteel.com,,mining & metals,1001 - 5000,"cilegon, banten, indonesia",indonesia,linkedin.com/company/pt.-krakatau-steel,839,1513
pt bni life insurance,bni-life.co.id,1996.0,insurance,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-bni-life-insurance,834,1455
pt. bank brisyariah,brisyariah.co.id,2008.0,banking,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-bank-brisyariah,832,1195
"pt. summarecon agung, tbk.",summarecon.com,1975.0,real estate,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-summarecon-agung-tbk.,828,1480
pt aplikanusa lintasarta,lintasarta.net,1988.0,telecommunications,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-aplikanusa-lintasarta,813,1574
pt astra international tbk - toyota,auto2000.co.id,,automotive,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-astra-international-tbk---toyota,794,1427
ciputra group,ciputra.com,1981.0,real estate,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/ciputra-group,781,1254
"media televisi indonesia, pt  ( metro tv )",metrotvnews.com,2000.0,broadcast media,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/media-televisi-indonesia-pt-metro-tv-,774,1913
pt. tiki jalur nugraha ekakurir (jne),jne.co.id,1990.0,package/freight delivery,1001 - 5000,"barat, west java, indonesia",indonesia,linkedin.com/company/pt--tiki-jalur-nugraha-ekakurir-jne-,758,1043
pt. pegadaian (persero),pegadaian.co.id,1901.0,financial services,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/perum-pegadaian,746,940
universitas pelita harapan,uph.edu,1994.0,education management,1001 - 5000,"tangerang, jawa barat, indonesia",indonesia,linkedin.com/company/universitas-pelita-harapan_2,738,1633
pwc indonesia,,1971.0,accounting,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pwc_indonesia,735,1453
pt bukit makmur mandiri utama,deltadunia.com,1998.0,mining & metals,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-bukit-makmur-mandiri-utama,722,1400
pt angkasa pura ii,angkasapura2.co.id,,airlines/aviation,1001 - 5000,"tangerang, jawa barat, indonesia",indonesia,linkedin.com/company/pt-angkasa-pura-ii,720,1040
"pt. lippo karawaci, tbk",lippokarawaci.co.id,1990.0,real estate,1001 - 5000,"tangerang, banten, indonesia",indonesia,linkedin.com/company/lippo-group,707,1530
"pt. gajah tunggal, tbk",gt-tires.com,1951.0,automotive,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-gajah-tunggal-tbk-jakarta-indonesia,704,968
tauzia hotel management,tauzia.com,2001.0,hospitality,1001 - 5000,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/tauzia-hotel-management,699,1105
badan pusat statistik,bps.go.id,,government administration,1001 - 5000,"jakarta pusat, jakarta raya, indonesia",indonesia,linkedin.com/company/badan-pusat-statistik,692,1111
home credit indonesia,homecredit.co.id,2013.0,financial services,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/homecreditindonesia,686,957
pt. astra international tbk. daihatsu sales operation,please.nl,1973.0,automotive,1001 - 5000,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/pt-astra-international-tbk-daihatsu-sales-operation,685,1034
rcti,rcti.tv,1989.0,broadcast media,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/rcti,671,1581
trans tv,transtv.co.id,2001.0,broadcast media,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/transtv,671,1967
pt. mitra integrasi informatika,mii.co.id,1996.0,information technology and services,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-mitra-integrasi-informatika,671,1626
sinar mas land,sinarmasland.com,1973.0,real estate,1001 - 5000,"tangerang, jawa barat, indonesia",indonesia,linkedin.com/company/sinar-mas-land,669,1196
pt. bank commonwealth,commbank.co.id,1997.0,banking,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/bank-commonwealth,665,1654
vico indonesia,vico.co.id,1977.0,oil & energy,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/vico-indonesia,658,1520
"diponegoro university, indonesia",undip.ac.id,,research,1001 - 5000,"semarang, jawa tengah, indonesia",indonesia,linkedin.com/company/diponegoro-university-indonesia,641,1195
universitas gadjah mada,ugm.ac.id,1949.0,higher education,1001 - 5000,"daerah istimewa yogyakarta, yogyakarta, indonesia",indonesia,linkedin.com/company/universitas-gadjah-mada,640,1596
institut teknologi sepuluh nopember surabaya,its.ac.id,1957.0,education management,1001 - 5000,"surabaya, jawa timur, indonesia",indonesia,linkedin.com/company/institut-teknologi-sepuluh-nopember-surabaya,637,1379
pamapersada nusantara,pamapersada.com,1993.0,mining & metals,1001 - 5000,"timur, jawa barat, indonesia",indonesia,linkedin.com/company/pamapersada-nusantara,628,1165
pt. asuransi astra buana,asuransiastra.com,1956.0,insurance,1001 - 5000,"cilandak, jakarta, indonesia",indonesia,linkedin.com/company/pt--asuransi-astra-buana,607,1089
pt. agung sedayu group,agungsedayu.com,,real estate,1001 - 5000,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/pt-agung-sedayu-group,589,995
ministry of public work,pu.go.id,,utilities,1001 - 5000,"selatan, east java, indonesia",indonesia,linkedin.com/company/ministry-of-public-work,583,888
pt. indonesia oppo electronics,oppomobile.co.id,1994.0,electrical/electronic manufacturing,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-indonesia-oppo-electronics,578,723
orang tua group,ot.co.id,1948.0,consumer goods,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-ultra-prima-abadi,576,1550
"pt. astra otoparts, tbk",astra-otoparts.com,1976.0,automotive,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-astra-otoparts,572,1114
biznet networks (pt. supra primatama nusantara),biznetnetworks.com,2000.0,information technology and services,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-supra-primatama-nusantara-biznet-,560,966
pt. jgc indonesia,jgc-indonesia.com,,oil & energy,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt--jgc-indonesia,555,1034
pt. serasi autoraya,,1986.0,transportation/trucking/railroad,1001 - 5000,"utara, east java, indonesia",indonesia,linkedin.com/company/pt.-serasi-autoraya,547,1040
pt antam tbk,antam.com,1968.0,mining & metals,1001 - 5000,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/pt-antam-tbk,544,1140
pt hero supermarket tbk,hero.co.id,1971.0,retail,1001 - 5000,"south tangerang, banten, indonesia",indonesia,linkedin.com/company/the-hero-group,538,1077
pt. pelabuhan indonesia ii or indonesia port corporation ii,indonesiaport.co.id,,maritime,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt--pelabuhan-indonesia-ii-or-indonesia-port-corporation-ii,537,735
sriwijaya air,sriwijayaair.co.id,2003.0,airlines/aviation,1001 - 5000,"tangerang, banten, indonesia",indonesia,linkedin.com/company/sriwijayaair,534,812
ikpt,ikpt.com,1982.0,construction,1001 - 5000,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/ikpt,530,979
telkom university,telkomuniversity.ac.id,2013.0,education management,1001 - 5000,"bandung, jawa barat, indonesia",indonesia,linkedin.com/company/telkom-university,529,1123
pt. astra graphia information technology (agit),ag-it.com,1983.0,information technology and services,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/scs-astragraphia-technologies,528,1275
pt. suzuki indomobil motor,suzuki.co.id,,automotive,1001 - 5000,"bekasi, jawa barat, indonesia",indonesia,linkedin.com/company/indomobil-suzuki-international,524,990
"archipelago international hotels, resorts & residences",archipelagointernational.com,1997.0,hospitality,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/archipelago-international-hotels-resorts-&-residences,518,1131
kpmg indonesia,,,accounting,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/kpmg-indonesia,510,1463
pt. commonwealth life,commlife.co.id,1992.0,insurance,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt--commonwealth-life,510,819
indonesian institute of sciences,lipi.go.id,1967.0,research,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/indonesian-institute-of-sciences,507,711
nutrifood,nutrifood.co.id,1979.0,consumer goods,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-nutrifood-indonesia,506,1283
pt. visionet internasional,visionet.co.id,2004.0,information technology and services,1001 - 5000,"tangerang, banten, indonesia",indonesia,linkedin.com/company/pt.-visionet-internasional,505,787
hutchison 3 indonesia,tri.co.id,,telecommunications,1001 - 5000,"selatan, east java, indonesia",indonesia,linkedin.com/company/pt-hutchison-cp-telecommunications,503,895
pt. tunas ridean tbk . (tunas group),tunasgroup.com,1967.0,automotive,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt--tunas-ridean-tbk,498,887
pt. bank syariah mega indonesia,bsmi.co.id,,banking,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-bank-syariah-mega-indonesia,498,1127
"pt astra graphia, tbk",astragraphia.co.id,1976.0,information technology and services,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-astra-graphia-tbk,497,1013
kompas gramedia,kompasgramedia.com,1963.0,media production,1001 - 5000,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/kompas-gramedia,496,1591
sctv,sctv.co.id,,broadcast media,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/sctv,493,1165
pt. smart telecom,smart-telecom.co.id,,telecommunications,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-smart-telecom,489,1171
iss indonesia,iss.co.id,1996.0,facilities services,1001 - 5000,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/iss-indonesia,485,742
"pt. akr corporindo, tbk",akr.co.id,1977.0,oil & energy,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt--akr-corporindo-tbk,475,773
citilink indonesia,citilink.co.id,2001.0,airlines/aviation,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-citilink-indonesia,473,683
bappenas,bappenas.go.id,,public policy,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/bappenas,459,807
pt. sinar sosro,sosro.com,1974.0,food & beverages,1001 - 5000,"bekasi, west java, indonesia",indonesia,linkedin.com/company/pt.-sinar-sosro,457,1121
intive - never settle,intive.co,2015.0,marketing and advertising,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/intive,456,676
it solution company,booker-tate.co.uk,1998.0,food production,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/it-solution-company,455,462
blibli.com,blibli.com,2011.0,retail,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-global-digital-niaga,455,661
petrosea,petrosea.com,1972.0,mining & metals,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/petrosea,454,903
bpk penabur jakarta,bpkpenabur.or.id,1950.0,education management,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/bpk-penabur-jakarta,453,632
dexa medica (member of dexa group),dexa-medica.com,1969.0,pharmaceuticals,1001 - 5000,"selatan, east java, indonesia",indonesia,linkedin.com/company/dexa-medica,453,1135
pt sayap mas utama (wings group indonesia),wingscorp.com,1948.0,consumer goods,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-sayap-mas-utama,448,780
pt.enseval putera megatrading tbk,enseval.com,1973.0,pharmaceuticals,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-enseval-putera-megatrading-tbk,444,820
pt chandra asri petrochemical tbk,chandra-asri.com,,oil & energy,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-chandra-asri,443,786
hotel mulia senayan,hotelmulia.com,1997.0,hospitality,1001 - 5000,"senayan, jakarta, indonesia",indonesia,linkedin.com/company/hotel-mulia-senayan,439,1332
"the mulia, mulia resort & villas - nusa dua, bali",themulia.com,2012.0,hospitality,1001 - 5000,"senayan, jakarta, indonesia",indonesia,linkedin.com/company/the-mulia-mulia-resort-&-villas---nusa-dua-bali,438,982
universitas islam indonesia,uii.ac.id,1945.0,education management,1001 - 5000,"sleman, yogyakarta, indonesia",indonesia,linkedin.com/company/universitas-islam-indonesia,434,883
pt asuransi adira dinamika (adira insurance),asuransiadira.com,2002.0,insurance,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-asuransi-adira-dinamika-adira-insurance-,431,732
detikcom,detik.com,1998.0,online media,1001 - 5000,"selatan, east java, indonesia",indonesia,linkedin.com/company/detik-com,430,977
pt. amerta indah otsuka,aio.co.id,,consumer goods,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-amerta-indah-otsuka,429,822
generali indonesia,generali.co.id,2008.0,insurance,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/generali-indonesia,424,558
"pt. trikomsel oke, tbk",oke.com,1996.0,telecommunications,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-trikomsel-oke-tbk,423,1204
pt hutama karya (persero),hutamakarya.com,1961.0,construction,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/hutamakarya,423,782
pt.bank artha graha internasional tbk,arthagraha.com,1967.0,banking,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.bank-artha-graha-internasional-tbk,423,806
"pt indo tambangraya megah, tbk",itmg.co.id,,mining & metals,1001 - 5000,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/pt-indo-tambangraya-megah-tbk,421,633
pt. mandiri tunas finance,mtf.co.id,,financial services,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-mandiri-tunas-finance,421,669
ismaya group,ismaya.com,2003.0,hospitality,1001 - 5000,"selatan, east java, indonesia",indonesia,linkedin.com/company/ismaya-group,420,917
honda prospect motor,honda-indonesia.com,1973.0,automotive,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/honda-prospect-motor,419,790
badak lng,badaklng.co.id,1974.0,oil & energy,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-pertamina-pt-badak-ngl,418,905
pt. wiraswasta gemilang indonesia,evalube.com,,oil & energy,1001 - 5000,"cibitung, jawa barat, indonesia",indonesia,linkedin.com/company/pt-wiraswasta-gemilang-indonesia,417,471
pt pp (persero) tbk,pt-pp.com,1953.0,construction,1001 - 5000,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/park-hotel---jakarta,414,690
kisel (official),kiselindonesia.com,1996.0,telecommunications,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/kisel-official-,414,682
pt. bussan auto finance,baf.id,1997.0,financial services,1001 - 5000,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/bussan-auto-finance,410,864
pt.monex investindo futures,mifx.com,2000.0,financial services,1001 - 5000,"jakarta pusat, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-monex-investindo-futures,409,610
