name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
"clinical epidemiology and evidence-based medicine (ceebm) unit, rscm-fkui",ceebm.org,2010.0,hospital & health care,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/center-for-clinical-epidemiology-and-evidence-based-medicine-ceebm-fmui-rscm,16,27
sayurbox,sayurbox.com,2016.0,logistics and supply chain,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/sayurbox,16,18
pt. yudistira energy,yudistiraenergy.com,,oil & energy,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/pt-yudistira-energy,16,31
pandanaran hospitality,pandanaranhospitality.com,2014.0,hospitality,11 - 50,"semarang, central java, indonesia",indonesia,linkedin.com/company/pandanaran-hospitality,16,43
rack digital,rackdigital.com,2012.0,marketing and advertising,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/rack-digital,16,29
masari group,masarigroup.com,,publishing,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/masari-group,15,26
progresstech,progresstech.co.id,2013.0,information technology and services,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/progresstech,15,23
"unza vitalis, pt",,,cosmetics,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/unza-vitalis-pt,15,34
"binder indonesia, pt",,,oil & energy,11 - 50,"bekasi, west java, indonesia",indonesia,linkedin.com/company/binder-indonesia-pt,15,21
"bintang mahameru utama, pt",,,real estate,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/bintang-mahameru-utama-pt,15,22
cashtree,cashtree.id,2015.0,marketing and advertising,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/cashtree,15,23
novotel bandung,novotelbandung.com,2011.0,hospitality,11 - 50,"bandung, jawa barat, indonesia",indonesia,linkedin.com/company/novotel-bandung,15,31
embassy of denmark in indonesia,,,government relations,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/danish-embassy-in-indonesia,15,64
pulse lab jakarta,unglobalpuse.org,2012.0,program development,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/un-pulse-lab-jakarta,15,22
cahaya sakti furintraco pt,,,mechanical or industrial engineering,11 - 50,"bogor, west java, indonesia",indonesia,linkedin.com/company/cahaya-sakti-furintraco-pt,15,31
jamu,jamuweb.com,2009.0,information technology and services,11 - 50,"semarang, jawa tengah, indonesia",indonesia,linkedin.com/company/jamu,15,17
dreamscape travel network & club,dreamscapetravelnetwork.com,2006.0,"leisure, travel & tourism",11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/dreamscape-travel-network,15,28
aneka jaya langgeng sentosa (ajls),ajlspower.com,,machinery,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/aneka-jaya-langgeng-sentosa-ajls-,15,20
"media djaya bersama, pt",mdbcoal.co.id,2011.0,mining & metals,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/media-djaya-bersama-pt,15,26
bella donna group,duniawedding.com,,events services,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/bella-donna-group,15,39
pt. pandawa prima lestari,ptpandawa.co.id,2005.0,oil & energy,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-pandawa-prima-lestari,15,24
elasitas technologies limited,elasitas.com,2002.0,information technology and services,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/elasitas-technologies-limited,15,90
efishery,efishery.com,2013.0,electrical/electronic manufacturing,11 - 50,"bandung, jawa barat, indonesia",indonesia,linkedin.com/company/cybreed,15,35
pt dinomarket,dinomarket.com,2008.0,internet,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/pt-dinomarket,15,35
pt vico indonesia,,1972.0,oil & energy,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-vico-indonesia,15,40
orly consulting-executive search,orlysearch.com,2005.0,human resources,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/orly-consulting-executive-search,15,36
pt. cashlez worldwide indonesia,cashlez.com,2015.0,financial services,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-cashlez-worldwide-indonesia,15,28
pusat studi konstitusi (pusako) fakultas hukum universitas andalas,pusako.or.id,2004.0,research,11 - 50,"padang, sumatera barat, indonesia",indonesia,linkedin.com/company/pusat-studi-konstitusi-pusako-fakultas-hukum-universitas-andalas,15,17
cardig international,cardig.com,,investment management,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/cardig-international,15,29
orange communications,oc-id.com,2009.0,marketing and advertising,11 - 50,"tangerang, jawa barat, indonesia",indonesia,linkedin.com/company/orange-communications,15,28
pt. cistech alpha indonesia,"www,ptcai.com",2005.0,mechanical or industrial engineering,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-cistech-alpha-indonesia,15,18
pt dinamika anak muda nasional (damn! i love indonesia),damniloveindonesia.com,2008.0,retail,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-dinamika-anak-muda-nasional,15,29
lembaga pendidikan islam darul fikri sidoarjo,darulfikri.com,2010.0,education management,11 - 50,"sidoarjo, jawa timur, indonesia",indonesia,linkedin.com/company/lembaga-pendidikan-islam-darul-fikri-sidoarjo,15,16
indocpa network pte. ltd.,indocpa.com,2012.0,marketing and advertising,11 - 50,"yogyakarta, yogyakarta, indonesia",indonesia,linkedin.com/company/indocpa-network,15,18
pt titan infra energy,titaninfra.com,,mining & metals,11 - 50,,indonesia,linkedin.com/company/pttitaninfraenergy,15,19
kasoem hearing and speech center,,1989.0,hospital & health care,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/kasoem-hearing-and-speech-center,15,23
traktor,field.in.ua,2010.0,market research,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/traktor,15,21
pemerintah kabupaten lumajang,,,government administration,11 - 50,"lumajang, east java, indonesia",indonesia,linkedin.com/company/pemerintah-kabupaten-lumajang,15,15
bali nusa dua theatre,balinusaduatheatre.com,2011.0,entertainment,11 - 50,"nusa dua, bali, indonesia",indonesia,linkedin.com/company/bali-nusa-dua-theatre,15,35
pt.jayasakti mandiri unggul (sigap ss),sigap.co.id,2002.0,security and investigations,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-jayasakti-mandiri-unggul-sigap-ss-,15,20
kamarupa design group,kamarupa.co.id,2014.0,design,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/kamarupa-design-group,15,39
goldland group,goldlandgroup.co.id,1978.0,real estate,11 - 50,"tangerang, banten, indonesia",indonesia,linkedin.com/company/goldlandgroup,15,18
marketing research indonesia (mri),mri-research-ind.com,1996.0,research,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/marketing-research-indonesia-mri-,15,49
pemerintah kota semarang,,,public relations and communications,11 - 50,"semarang, central java, indonesia",indonesia,linkedin.com/company/pemerintah-kota-semarang,15,20
pt eka karya konstruksi,ekkon.co.id,,construction,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-eka-karya-konstruksi,15,21
"ykk zipco indonesia, pt",,,mechanical or industrial engineering,11 - 50,"bekasi, west java, indonesia",indonesia,linkedin.com/company/ykk-zipco-indonesia-pt,15,23
pt. mitra inovasi gemilang (ming),mingpromo.com,1999.0,marketing and advertising,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-mitra-inovasi-gemilang-ming-,15,21
pt global arrow,globalarrow.co.id,2003.0,security and investigations,11 - 50,"selatan, east java, indonesia",indonesia,linkedin.com/company/pt-global-arrow,15,22
newtronic solution,newtronic-solution.com,2007.0,electrical/electronic manufacturing,11 - 50,"bandung, jawa barat, indonesia",indonesia,linkedin.com/company/newtronic-solution,15,16
"funworld prima, pt",funworld.co.id,1983.0,entertainment,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/funworld-prima-pt,15,42
pabrikhelm.com,pabrikhelm.com,2011.0,retail,11 - 50,"jakarta pusat, jakarta raya, indonesia",indonesia,linkedin.com/company/pabrikhelm-com,15,15
saasten technologies,saasten.com,2009.0,information technology and services,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/saasten-technologies,15,20
phintraco technology,,1991.0,information technology and services,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/phintraco-ekasarana,15,23
star software indonesia,star-group.net,1994.0,translation and localization,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/star-software-indonesia,15,41
pt. citra karya semesta,cks.co.id,2008.0,information technology and services,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt--citra-karya-semesta,15,28
abbey travel,abbey.travel,2000.0,hospitality,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/abbey-travel,15,34
pt artha asia finance,asiafinance.co.id,2000.0,financial services,11 - 50,"barat, west java, indonesia",indonesia,linkedin.com/company/pt-artha-asia-finance,15,27
pt dua putra utama makmur tbk,duaputra.com,2012.0,fishery,11 - 50,"pati, jawa tengah, indonesia",indonesia,linkedin.com/company/pt-dua-putra-utama-makmur-tbk,15,20
pt. megasetia agung kimia,megasetia.com,1995.0,chemicals,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/pt-megasetia-agung-kimia,15,30
debindo-ite,indobuildtech.com,2003.0,events services,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/debindo-ite,15,27
"dharma guna wibawa, pt",pt-dgw.com,,farming,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/dharma-guna-wibawa-pt,15,27
catalyze communications,catalyzecommunications.com,2010.0,marketing and advertising,11 - 50,"sanur, bali, indonesia",indonesia,linkedin.com/company/catalyze-communications,15,23
kufed,kufed.com,2015.0,retail,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/kufed,15,37
cyrus network,cyrusnetwork.co,2010.0,public relations and communications,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/cyrus-network,15,78
pt coates hire indonesia,ptcoates.com,,mining & metals,11 - 50,"kalimantan, central java, indonesia",indonesia,linkedin.com/company/pt-coates-hire-indonesia,15,41
pt. agiva indonesia,agiva-indonesia.com,2010.0,information technology and services,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-agiva-indonesia,15,23
7langit,7langit.com,2009.0,information technology and services,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/7langit,15,52
pt profesional telekomunikasi indonesia (protelindo),ptsmn.co.id,,telecommunications,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-profesional-telekomunikasi-indonesia-protelindo-,15,25
bloomberg tv indonesia,bloombergindonesia.tv,2012.0,media production,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/bloomberg-tv-indonesia,15,85
prakarsa consulting,prakarsa.com,1988.0,human resources,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/prakarsa-consulting,15,41
pt innovasi sarana grafindo,innograph.com,1994.0,media production,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-innovasi-sarana-grafindo,15,28
teknopreneur indonesia,teknopreneur.com,2006.0,media production,11 - 50,"jaya, sulawesi selatan, indonesia",indonesia,linkedin.com/company/teknopreneur-indonesia,15,27
keraton jimbaran resort & spa,keratonjimbaranresort.com,1991.0,hospitality,11 - 50,"jimbaran, bali, indonesia",indonesia,linkedin.com/company/keraton-jimbaran-resort-&-spa,15,46
"komatsu undercarriage indonesia, pt",,,information technology and services,11 - 50,,indonesia,linkedin.com/company/komatsu-undercarriage-indonesia-pt,15,31
fakultas psikologi universitas pancasila,univpancasila.ac.id,2006.0,education management,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/fakultas-psikologi-universitas-pancasila,15,19
pt asiaplast industries tbk,asiaplast.co.id,1992.0,plastics,11 - 50,"tangerang, banten, indonesia",indonesia,linkedin.com/company/pt-asiaplast-industries-tbk,15,34
pt bdigital asia indonesia,bdigital.id,2014.0,management consulting,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/bdigital-indonesia,15,51
sunrecruit indonesia,sunrecruit.com,2014.0,management consulting,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/sunrecruit-indonesia,15,17
pt. anugerah jaya kharisma (pt ajk),ptajk.com,,mining & metals,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-anugerah-jaya-kharisma-pt-ajk-,15,17
logo de corps,logodecorps.co.id,1980.0,apparel & fashion,11 - 50,"bandung, west java, indonesia",indonesia,linkedin.com/company/logo-de-corps,15,36
the cooperative,thecooperative.asia,2014.0,management consulting,11 - 50,"seminyak, bali, indonesia",indonesia,linkedin.com/company/thecooperative-asia,15,24
american corner uin syarif hidayatullah jakarta,,2004.0,international affairs,11 - 50,"south tangerang, banten, indonesia",indonesia,linkedin.com/company/american-corner-uin-syarif-hidayatullah-jakarta,15,18
usaid indonesia clean energy development (iced),iced.or.id,2011.0,non-profit organization management,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/usaid---indonesia-clean-energy-development-iced-,15,30
"sree international indonesia, pt",chemtradeasia.co.id,2002.0,wholesale,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/sree-international-indonesia,15,36
c channel,cchan.id,2013.0,online media,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/cchan.id,15,21
fame hotel batam,famehotelbatam.com,2016.0,hospitality,11 - 50,"batam, riau islands, indonesia",indonesia,linkedin.com/company/fame-hotel-batam,15,25
blossom international school,blossom-school.com,1997.0,primary/secondary education,11 - 50,"barat, west java, indonesia",indonesia,linkedin.com/company/blossom-international-school,15,20
loop indonesia,loop-indonesia.com,2008.0,management consulting,11 - 50,"cibubur, jakarta, indonesia",indonesia,linkedin.com/company/loop-indonesia-consulting,15,24
"epson batam, pt",,,electrical/electronic manufacturing,11 - 50,,indonesia,linkedin.com/company/epson-batam-pt,15,23
caraka andalan semesta,carakagroup.com,,logistics and supply chain,11 - 50,"selatan, east java, indonesia",indonesia,linkedin.com/company/caraka-andalan-semesta,15,44
pt. agus suta line,aslgroup.co.id,1989.0,maritime,11 - 50,"samarinda, kalimantan timur, indonesia",indonesia,linkedin.com/company/pt-agus-suta-line,15,30
saung angklung udjo,angklung-udjo.co.id,,hospitality,11 - 50,"bandung, jawa barat, indonesia",indonesia,linkedin.com/company/saung-angklung-udjo,15,62
bigjava,bigjava.com,2010.0,information technology and services,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/bigjava,15,30
altermyth,altermyth.com,2003.0,computer games,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/altermyth,15,106
pt asuransi bri life,brilife.co.id,1987.0,insurance,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-asuransi-bri-life,15,26
pt sysmex indonesia,sysmex.co.id,2002.0,medical devices,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-sysmex-indonesia,15,24
pt. carefastindo,carefast.co.id,2014.0,facilities services,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-carefastindo,15,20
pt. berca carrier indonesia,bercacarrier.co.id,,consumer electronics,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.bercacarrierindonesia,15,18
universitas wijaya kusuma surabaya,uwks.ac.id,,higher education,11 - 50,"pakis, jawa timur, indonesia",indonesia,linkedin.com/company/universitas-wijaya-kusuma-surabaya,15,20
pt. media telekomunikasi mandiri,medkommandiri.com,2008.0,telecommunications,11 - 50,"bekasi, jawa barat, indonesia",indonesia,linkedin.com/company/pt--media-telekomunikasi-mandiri,15,28
futuready.com,futuready.com,2011.0,insurance,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/futuready-insurance-broker,15,22
"industri karet deli, pt",delitire.com,1956.0,mechanical or industrial engineering,11 - 50,"medan, north sumatra, indonesia",indonesia,linkedin.com/company/industri-karet-deli-pt,15,17
dipo,dipo.no,,public policy,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/dipo,15,26
"danapaint indonesia, pt",,,chemicals,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/danapaint-indonesia-pt,15,33
cv. cahaya teknik,,2013.0,renewables & environment,11 - 50,"bogor, jawa barat, indonesia",indonesia,linkedin.com/company/pt-indogreen-technology-and-management,15,16
lido lakes resort & conference,lidolakes.com,1995.0,hospitality,11 - 50,"bogor, west java, indonesia",indonesia,linkedin.com/company/lido-lakes-resort-&-conference,15,38
pt. omega mining services,oms.co.id,2012.0,mining & metals,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-omega-mining-services,15,42
"popular daenong indonesia, pt",daenong21.com,,textiles,11 - 50,"bandung, west java, indonesia",indonesia,linkedin.com/company/popular-daenong-indonesia-pt,15,19
tim nasional percepatan penanggulangan kemiskinan,,2010.0,government administration,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/tim-nasional-percepatan-penanggulangan-kemiskinan,15,66
"daekyung indah heavy industry, pt",,,mining & metals,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/daekyung-indah-heavy-industry-pt,15,34
pt.garuda citra indonesia,garudacitraid.com,2012.0,human resources,11 - 50,"tangerang, banten, indonesia",indonesia,linkedin.com/company/pt-garuda-citra-indonesia,15,18
equalindo group,equalindo.com,1997.0,construction,11 - 50,"samarinda, kalimantan timur, indonesia",indonesia,linkedin.com/company/equalindo-group,15,28
the svarna group,ochaandbella.com,2011.0,restaurants,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/the-svarna-group,15,39
pt cardig aero services tbk,casgroup.co.id,1984.0,aviation & aerospace,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/ptcardigaeroservicestbk,15,22
pt. dsme indonesia,,,oil & energy,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/dsme-indonesia,15,66
pt samudra karya mulia,samudrakaryamulia.co.id,,electrical/electronic manufacturing,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-samudra-karya-mulia,15,26
"ricky putra globalindo, pt tbk",rpg.co.id,,information technology and services,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/ricky-putra-globalindo-pt-tbk,15,33
pt. dhezign online solution,dhezign.com,2006.0,information technology and services,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-dhezign-online-solution,15,51
grandhika hotel pemuda,grandhika-hotel.com,2016.0,hospitality,11 - 50,"semarang, central java, indonesia",indonesia,linkedin.com/company/grandhika-hotel-pemuda,15,18
prasanthi hotels & resorts,prasanthi-hotels.com,2010.0,hospitality,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/prasanthi-hotels-&-resorts,15,32
pt. integra global solusi,igsolusi.com,2007.0,computer hardware,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-integra-global-solusi,15,23
mitra teleinformatika perkasa,mtp.co.id,2003.0,information technology and services,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/mitra-teleinformatika-perkasa,15,29
center for indonesia's strategic development initiatives (cisdi),cisdi.org,2014.0,think tanks,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/center-for-indonesia's-strategic-development-initiatives-cisdi-,15,41
pt. sumber prima anugrah abadi,spaa.co.id,1996.0,food & beverages,11 - 50,"tangerang, jawa barat, indonesia",indonesia,linkedin.com/company/pt.-sumber-prima-anugrah-abadi,15,24
pt bhoruka power,bhorukagroup.com,2009.0,mining & metals,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-bhoruka-power,15,29
samudera pacific maju,spm.co.id,1985.0,transportation/trucking/railroad,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/samudera-pacific-maju,15,18
pt anomali coffee,anomalicoffee.com,2007.0,food & beverages,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-anomali-coffee,15,43
pensil media,pensilmedia.com,2007.0,marketing and advertising,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pensil-media,15,33
pt. baron biondi william,bbw.co.id,2013.0,information technology and services,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/baron-biondi-william,15,29
"artha envirotama, pt",arthaenvirotama.com,1996.0,civil engineering,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/artha-envirotama-pt,15,21
azana hotels,azanahotels.com,2007.0,hospitality,11 - 50,"surakarta, central java, indonesia",indonesia,linkedin.com/company/azana-hotel-management,15,24
andaf corporation,andafcorp.com,2011.0,information technology and services,11 - 50,"bekasi, jawa barat, indonesia",indonesia,linkedin.com/company/andaf-corporation,15,25
pt perkebunan nusantara vii (persero),,1996.0,food production,11 - 50,"bandar lampung, lampung, indonesia",indonesia,linkedin.com/company/pt-perkebunan-nusantara-vii-persero-,15,26
nuffic neso indonesia,nesoindonesia.or.id,1996.0,higher education,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/nuffic-neso-indonesia,15,39
pt kuark internasional,komikuark.net,2004.0,publishing,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-kuark-internasional,14,37
pt viva media baru,vivanews.com,,online media,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-viva-media-baru,14,31
pt. takari sumber mulia,takari.co.id,1975.0,automotive,11 - 50,"barat, west java, indonesia",indonesia,linkedin.com/company/pt-takari-sumber-mulia,14,21
pt ujatek baru | ub,ujatek.com,1974.0,financial services,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-ujatek-baru-ub-,14,17
"gunung raja paksi, pt",,,mining & metals,11 - 50,"bekasi, west java, indonesia",indonesia,linkedin.com/company/gunung-raja-paksi-pt,14,27
pt weltes energi nusantara,weltes.co.id,1986.0,mechanical or industrial engineering,11 - 50,"gresik, east java, indonesia",indonesia,linkedin.com/company/pt-weltes-energi-nusantara,14,39
pt. permata karya perdana (pekape),pekape.com,2014.0,telecommunications,11 - 50,"selatan, east java, indonesia",indonesia,linkedin.com/company/pt-permata-karya-perdana-pekape-,14,17
nolimit indonesia,nolimit.id,2010.0,information technology and services,11 - 50,"bandung, west java, indonesia",indonesia,linkedin.com/company/nolimitid,14,69
"reycom document solusi, pt",,,information technology and services,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/reycom-document-solusi-pt,14,34
pt ispat indo,ispatindo.com,,mining & metals,11 - 50,"sidoarjo, east java, indonesia",indonesia,linkedin.com/company/pt-ispat-indo,14,33
wmotion,wmotion.co.id,2017.0,information technology and services,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/wmotion,14,15
pemerintah kabupaten sleman,,,internet,11 - 50,"sleman, yogyakarta, indonesia",indonesia,linkedin.com/company/pemerintah-kabupaten-sleman,14,15
pt central pertiwi bahari,,,consumer goods,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-central-pertiwi-bahari,14,46
save-n-go,save-n-go.com,2016.0,"leisure, travel & tourism",11 - 50,"badung, bali, indonesia",indonesia,linkedin.com/company/save-n-go-com,14,15
pt errita pharma,errita.com,,consumer goods,11 - 50,,indonesia,linkedin.com/company/pt-errita-pharma,14,26
pt sumber petrindo perkasa,,2004.0,oil & energy,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-sumber-petrindo-perkasa,14,14
95.1 kis fm - pt radio kirana insan suara,kisfmjakarta.com,1991.0,broadcast media,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/95-1-kis-fm---pt-radio-kirana-insan-suara,14,60
pt. setsuyo astec,setsuyo.asia,2007.0,international trade and development,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-setsuyo-astec,14,28
pt neviim magen teknologi,neviim.asia,2014.0,information technology and services,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/neviimconsulting,14,17
pt aero globe indonesia,aerotravel.co.id,,"leisure, travel & tourism",11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-aero-globe-indonesia,14,24
"feng tay indonesia enterprises, pt",,,international affairs,11 - 50,"bandung, west java, indonesia",indonesia,linkedin.com/company/feng-tay-indonesia-enterprises-pt,14,30
pt.netway indonesia,netwayindonesia.com,2006.0,business supplies and equipment,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-netway-indonesia,14,21
pt cahaya jakarta,cahayajakarta.id,1991.0,printing,11 - 50,"cikarang, jawa barat, indonesia",indonesia,linkedin.com/company/pt-cahaya-jakarta,14,24
"tainan enterprises indonesia, pt",,,apparel & fashion,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/tainan-enterprises-indonesia-pt,14,24
bekasi fajar industrial estate tbk pt (best),bekasifajar.com,,real estate,11 - 50,"bekasi, west java, indonesia",indonesia,linkedin.com/company/bekasi-fajar-industrial-estate-tbk-pt-best-,14,19
"hon chuan indonesia, pt",,,plastics,11 - 50,"karawang, west java, indonesia",indonesia,linkedin.com/company/hon-chuan-indonesia-pt,14,22
pt. infra karya pratama (ikp indonesia),ikp-indonesia.co.id,2008.0,telecommunications,11 - 50,"bandung, west java, indonesia",indonesia,linkedin.com/company/infra-karya-pratama,14,21
"inersia ae. consultant, pt",inersia-ae.com,1976.0,management consulting,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/inersia-ae.-consultant-pt,14,18
oze indonesia,oze.co.id,2004.0,marketing and advertising,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-oze-cipta-bahana,14,81
mdi training & consulting,mditack.co.id,1993.0,professional training & coaching,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/mdi-tack-training,14,23
pt. linnus marine,linnusmarine.com,2005.0,maritime,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.linnus-marine,14,17
pt. federal food internusa,elmerchocolatier.com,2005.0,food production,11 - 50,"utara, east java, indonesia",indonesia,linkedin.com/company/pt-federal-food-internusa,14,20
global expandia,globalexpandia.com,,management consulting,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt-global-expandia-indonesia,14,26
pt. tpil logistics,tpil.co.id,2000.0,logistics and supply chain,11 - 50,"jakarta, jakarta raya, indonesia",indonesia,linkedin.com/company/pt.-tpil-logistics,14,17
bii finance center pt,,,financial services,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/bii-finance-center-pt,14,32
istana,istana.gov.sg,,government relations,11 - 50,"kudus, jawa tengah, indonesia",indonesia,linkedin.com/company/istana,14,25
willertindo innovation solution,willertindo.com,2005.0,information technology and services,11 - 50,"jakarta, jakarta, indonesia",indonesia,linkedin.com/company/willertindo-innovation-solution,14,30
