name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
itrain malaysia,itrainmalaysia.com,2005.0,information technology and services,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/itrain-malaysia,12,29
magiqads sdn bhd,magiqads.com,2006.0,media production,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/magiqads-sdn-bhd,12,46
lafarge cement sdn. bhd.,lafarge.com.my,,research,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/lafarge-cement-sdn-bhd-,12,24
iaq,livingston.mi.us,,government administration,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/iaq,12,15
orogenic geologging,orogenicgroup.com,2004.0,oil & energy,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/orogenic-geologging,12,46
alam sekitar malaysia sdn bhd,enviromalaysia.com.my,1993.0,environmental services,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/alam-sekitar-malaysia-sdn-bhd,12,34
red ape solutions,redapesolutions.com,2013.0,information technology and services,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/red-ape-solutions,12,45
better sdn bhd,betterdigitalsolutions.com,2010.0,marketing and advertising,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/better-sdn-bhd,12,43
crest builder holdings berhad,crestbuilder.com.my,1985.0,real estate,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/crest-builder-holdings-berhad,12,18
true vest property consultants sdn bhd,,,real estate,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/true-vest-property-consultants-sdn-bhd,12,15
asiaflex products sdn. bhd.,,,mechanical or industrial engineering,11 - 50,"pasir gudang, johor, malaysia",malaysia,linkedin.com/company/asiaflex-products-sdn-bhd-,12,28
epetrol holding sdn bhd,epetrol.com.my,,information technology and services,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/epetrol-holding-sdn-bhd,12,17
clinipath malaysia sdn bhd,clinipath.com.my,,hospital & health care,11 - 50,"klang, selangor, malaysia",malaysia,linkedin.com/company/clinipath-malaysia-sdn-bhd,12,24
the ruma hotel and residences,theruma.com,2017.0,hospitality,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/the-ruma,12,13
dibta group sdn. bhd,dibtagroup.com,2003.0,management consulting,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/dibta-group-sdn.-bhd,12,29
shorefield sendirian berhad,shorefield.com.my,,oil & energy,11 - 50,"mukah, sarawak, malaysia",malaysia,linkedin.com/company/shorefield-sendirian-berhad,12,16
ipaydna international,ipaydna.biz,2004.0,information technology and services,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/ipaydna-international,12,23
marshal technologies (m) sdn bhd,marshal.com.my,2000.0,information technology and services,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/marshal-technologies-m-sdn-bhd,12,23
decor trend industries sdn bhd,decortrend.com,,furniture,11 - 50,,malaysia,linkedin.com/company/decor-trend-industries-sdn-bhd,12,16
kiswire cord sdn. bhd.,,,electrical/electronic manufacturing,11 - 50,"pasir gudang, johor, malaysia",malaysia,linkedin.com/company/kiswire-cord-sdn-bhd-,12,28
michelin malaysia,michelin.com.my,,automotive,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/michelin-malaysia,12,16
perunding kos t & k sdn bhd,pkt.com.my,1991.0,construction,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/perunding-kos-t-&-k-sdn-bhd,12,24
drb-hicom environmental services sdn bhd (dhes),dhes.com.my,2013.0,environmental services,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/dhes,12,15
caffe bene malaysia sdn bhd,caffebene.com.my,2013.0,food & beverages,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/asia-caffe-bene,12,25
royce pharma,jadsolutions.com.my,2008.0,management consulting,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/royce-pharma,12,17
sl information,slinfo.com.my,1984.0,information technology and services,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/sl-information-solutions,12,38
leagoo malaysia,leagoo.com.my,2013.0,telecommunications,11 - 50,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/leagoo-malaysia,12,15
the royal selangor golf club,rsgc.com.my,,management consulting,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/the-royal-selangor-golf-club,12,22
nusantara technologies sdn. bhd.,nusatek.com,,research,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/nusantara-technologies-sdn-bhd-,12,23
li tv asia,litvchannel.com,2008.0,broadcast media,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/li-tv-asia,12,39
mobe.com,,2011.0,e-learning,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/mobe-official,12,16
safetyware sdn bhd,safetyware.com,2003.0,business supplies and equipment,11 - 50,"simpang empat, penang, malaysia",malaysia,linkedin.com/company/safetyware-sdn-bhd,12,18
smartech it solutions,smartech.my,2011.0,computer software,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/smartech-malaysia,12,18
alpha precision turning and engineering sdn.bhd.,aptesb.com,1985.0,mechanical or industrial engineering,11 - 50,"kulim, kedah, malaysia",malaysia,linkedin.com/company/alpha-precision-turning-and-engineering-sdn-bhd-,12,21
penfabric sdn. bhd.,penfabric.com,,textiles,11 - 50,"perai, penang, malaysia",malaysia,linkedin.com/company/penfabric-sdn-bhd-,12,22
chow steel engineering (rawang) sdn.bhd.,,1960.0,mechanical or industrial engineering,11 - 50,"rawang, selangor, malaysia",malaysia,linkedin.com/company/chow-steel-engineering-rawang-sdn.bhd.,12,13
absolute bme,absolute-bme.com,2010.0,events services,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/absolute-bme,12,22
"stampede solution sdn bhd, stampede co., ltd.",stampedesolution.com,2002.0,computer software,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/stampede-solution-sdn-bhd,12,16
trademark2u sdn. bhd.,trademark2u.my,,legal services,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/trademark2u-sdn.-bhd.,12,45
ngm networks sdh.bhd,ngmnetworks.com,,telecommunications,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/ngm-networks-sdh.bhd,12,18
edu world services sdn. bhd.,myfurni.com,1995.0,furniture,11 - 50,"sungai buloh, selangor, malaysia",malaysia,linkedin.com/company/edu-world-services-sdn.-bhd.,12,18
summit capital training group,summitasia.com,2013.0,education management,11 - 50,"pelabuhan klang, selangor, malaysia",malaysia,linkedin.com/company/summitasia,12,14
sunway paving solutions sdn bhd,sunwaypavingsolutions.com,1981.0,building materials,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/sunway-paving-solutions-sdn-bhd,12,20
heveaboard berhad,heveaboard.com.my,,food production,11 - 50,"gemas, negeri sembilan, malaysia",malaysia,linkedin.com/company/heveaboard-berhad,12,22
msc technology centre,,,information technology and services,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/msc-technology-centre,12,40
vhr consultancy,vhrconsultancy.com,2012.0,human resources,11 - 50,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/vhr-consultancy,12,24
blaze avenue,blazeavenue.com.my,2013.0,management consulting,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/blaze-avenue,12,13
lean applied,leanapplied.com,2005.0,management consulting,11 - 50,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/lean-applied,12,20
goldis berhad,goldis.com,,investment management,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/goldis-berhad,12,26
rimbunan sawit berhad,rsb.com.my,2006.0,farming,11 - 50,"sibu, sarawak, malaysia",malaysia,linkedin.com/company/rimbunan-sawit-berhad,12,20
one two one advisor sdn. bhd.,121advisor.com,2010.0,information technology and services,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/121advisor,12,29
syarikat ladang lkpp sdn. bhd.,lkpp.gov.my,,higher education,11 - 50,"kuantan, pahang, malaysia",malaysia,linkedin.com/company/syarikat-ladang-lkpp-sdn-bhd-,12,12
kraft software solutions sdn bhd,kraftsoftwaresolutions.com.my,,computer software,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/kraft-software-solutions-sdn-bhd,12,17
hisakaworks s.e.a. sdn. bhd.,hisaka-asia.com,2004.0,machinery,11 - 50,"osaka, ōsaka, japan",malaysia,linkedin.com/company/hisakaworks-s-e-a-sdn-bhd-,12,24
zf chassis systems sdn. bhd.,,,electrical/electronic manufacturing,11 - 50,"padang serai, kedah, malaysia",malaysia,linkedin.com/company/zf-chassis-systems-sdn-bhd-,12,19
softwareone malaysia,,2008.0,information technology and services,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/softwareone_malaysia,12,14
longterm logistics sdn. bhd.,ltlogistics.com.my,2007.0,logistics and supply chain,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/longterm-logistics-sdn-bhd-,12,14
koperasi dymium malaysia berhad,koperasidymium.org,2008.0,non-profit organization management,11 - 50,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/koperasi-dymium-malaysia-berhad,12,15
dex ventures,dexventures.com,2011.0,internet,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/pr-labs,12,30
halfen moment sdn. bhd.,halfen-moment.com,1991.0,building materials,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/halfen-moment-sdn-bhd,12,19
sin chew media corp. bhd,,,law practice,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/sin-chew-media-corp-bhd,12,17
exsim development sdn bhd,exsim.com.my,,real estate,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/exsim-development-sdn-bhd,12,13
sands consulting sdn bhd,my-sands.com,2002.0,information technology and services,11 - 50,"bandar baru bangi, selangor, malaysia",malaysia,linkedin.com/company/sands-consulting-sdn-bhd,12,20
mammoth empire,meh.com.my,,real estate,11 - 50,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/mammoth-empire,12,32
shinjiru,shinjiru.com.my,1998.0,information technology and services,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/shinjiru,12,51
bib insurance brokers sdn bhd (malaysia),bib.com.my,,insurance,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/bib-insurance-brokers-sdn-bhd-malaysia-,12,39
malaysian technology development corporation,,1992.0,venture capital & private equity,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/malaysian-technology-development-corporation,12,14
sb tape international sdn bhd,sbgroup.com.my,1977.0,international trade and development,11 - 50,"seri kembangan, selangor, malaysia",malaysia,linkedin.com/company/sb-tape-international-sdn-bhd,12,17
yayasan generasi gemilang (generasi gemilang foundation),gengemilang.org,2010.0,non-profit organization management,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/persatuan-kebajikan-generasi-gemilang-an-ngo-,12,23
salcon engineering berhad,,1974.0,telecommunications,11 - 50,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/salcon-engineering-berhad,12,27
guocera,,,building materials,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/guocera-marketing-international-,12,19
awc berhad,awc.com.my,,facilities services,11 - 50,,malaysia,linkedin.com/company/awc-berhad,12,21
mobiversa,mobiversa.com,2014.0,financial services,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/mobiversa,12,19
crystal edge sdn bhd,crystaledge.net,1994.0,events services,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/crystal-edge-sdn-bhd,12,70
mgh global,mghglobalvision.com,2011.0,"health, wellness and fitness",11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/mgh-global,12,15
ladang sari international sdn. bhd.,rhymbahills.com,2010.0,food & beverages,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/ladang-sari-international,12,13
globnet,globnetllc.com,2004.0,human resources,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/globnet,12,23
philibro & hudson consulting group,philibro.com,1998.0,management consulting,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/philibro-&-hudson,12,18
outloud studios sdn bhd,outloudstudios.com.my,,entertainment,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/outloud-studios-sdn-bhd,12,19
motionworks,motionworks.com.my,1999.0,think tanks,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/motionworks,12,66
new zealand high commission,nzembassy.com,,executive office,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/new-zealand-high-commission,12,27
johor state investment centre,jsic.com.my,2004.0,government relations,11 - 50,"nusajaya, johor, malaysia",malaysia,linkedin.com/company/johor-state-investment-centre,12,17
sacofa sdn bhd,sacofa.com.my,2001.0,telecommunications,11 - 50,"kuching, sarawak, malaysia",malaysia,linkedin.com/company/sacofa-sdn-bhd,12,20
selangor turf club,selangorturfclub.com,,sports,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/selangor-turf-club,12,20
exact analytical sdn bhd,exactanalytical.com.my,2001.0,oil & energy,11 - 50,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/exact-analytical-sdn-bhd,12,16
finno group,finno.com,2009.0,financial services,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/finno-group,12,23
maser marine engineering,masermarine.com,2002.0,oil & energy,11 - 50,"ampang, selangor, malaysia",malaysia,linkedin.com/company/maser-marine-engineering,12,37
dindings poultry processing sdn bhd,,,food production,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/dindings-poultry-processing-sdn-bhd,12,24
infinite data sdn bhd,infinitedata-asia.com,2011.0,information technology and services,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/infinite-data-sdn-bhd,12,14
gabungan aqrs berhad,gaqrs.com.my,1996.0,civil engineering,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/gabungan-aqrs-berhad,12,19
flyproject,flycycle.my,2016.0,"health, wellness and fitness",11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/flycycle,12,13
early autism project malaysia,auitismmalaysia.com,,mental health care,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/early-autism-project-malaysia,12,44
tai wah garments industry sdn. bhd.,,,chemicals,11 - 50,"johor bahru, johor, malaysia",malaysia,linkedin.com/company/tai-wah-garments-industry-sdn-bhd-,12,14
stoppani asia sdn. bhd.,,,mechanical or industrial engineering,11 - 50,"perai, pulau pinang, malaysia",malaysia,linkedin.com/company/stoppani-asia-sdn-bhd-,12,24
toa coating sdn bhd,toagroup.com.my,2004.0,chemicals,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/toa-coating-sdn-bhd,12,15
clixster mobile sdn bhd,,2012.0,telecommunications,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/clixster-mobile-sdn-bhd,12,47
compass interactive,compass-interactive.com,1997.0,marketing and advertising,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/compass-interactive,12,37
elitetrax marketing sdn. bhd.,harveynorman.com.my,,retail,11 - 50,"kuala selangor, selangor, malaysia",malaysia,linkedin.com/company/elitetrax-marketing-sdn-bhd-,12,17
mont'kiara international school,mkis.edu.my,1994.0,primary/secondary education,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/mont'kiara-international-school,12,27
ykgi holdings berhad,ykgi.com.my,1977.0,building materials,11 - 50,"klang, selangor, malaysia",malaysia,linkedin.com/company/ykgi-holdings-berhad,12,27
asia pacific broadcasting union,abu.org.my,1964.0,broadcast media,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/asia-pacific-broadcasting-union,12,25
"thomas philip, advocates & solicitors",thomasphilip.com.my,,law practice,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/thomas-philip-advocates-&-solicitors,12,94
silver ridge holding berhad,silverridge.com.my,1995.0,telecommunications,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/silver-ridge-holding-berhad,12,35
pwb (m) sdn. bhd.,vdosoft.com,,executive office,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/pwb-m-sdn-bhd-,12,16
malaysia healthcare,malaysiahealthcare.com,2006.0,"health, wellness and fitness",11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/malaysia-healthcare,12,15
friedchillies media sdn. bhd,friedchillies.com,,online media,11 - 50,,malaysia,linkedin.com/company/friedchillies-media-sdn.-bhd,12,24
istore isend,istoreisend.com,2009.0,logistics and supply chain,11 - 50,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/istore-isend,12,13
petroleum energy (peis),petroleum-energy.com,2010.0,oil & energy,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/petroleum-energy-peis-,12,19
diners club malaysia,baca.org.my,1997.0,education management,11 - 50,"rawang, selangor, malaysia",malaysia,linkedin.com/company/diners-club-malaysia,12,34
cti resources sdn bhd,ctiresources.com.my,1997.0,industrial automation,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/cti-resources-sdn-bhd,12,24
ajax foresight global manufacturing sdn bhd,ajaxforesightglobal.com,1995.0,machinery,11 - 50,"bayan lepas, penang, malaysia",malaysia,linkedin.com/company/ajax-foresight-global-manufacturing-sdn-bhd,12,15
tech wire asia,techwireasia.com,2011.0,online media,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/tech-wire-asia,12,17
openwave computing (m) sdn bhd,openwavecomp.com.my,1997.0,information technology and services,11 - 50,"melaka, melaka, malaysia",malaysia,linkedin.com/company/openwave-computing-m-sdn-bhd,12,18
jobpoint.com,jobpoint.com,2002.0,human resources,11 - 50,"melaka, melaka, malaysia",malaysia,linkedin.com/company/jobs-career-recruitment-agency,12,19
parkroyal kuala lumpur,,1989.0,hospitality,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/parkroyal-kuala-lumpur,12,54
locus-t online,locus-t.com,1999.0,marketing and advertising,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/locus-t-online,12,19
purelyb sdn bhd,purelyb.com,2015.0,"health, wellness and fitness",11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/purelyb-sdn-bhd,12,32
amanah saham nasional bhd,,,business supplies and equipment,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/amanah-saham-nasional-bhd,12,22
captivate sdn bhd,captivate.com.my,2000.0,marketing and advertising,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/captivate-sdn-bhd,12,31
seri pajam development sdn bhd,seripajam.com.my,1994.0,real estate,11 - 50,"nilai, negeri sembilan, malaysia",malaysia,linkedin.com/company/seri-pajam-development-sdn-bhd,12,16
sealink sdn. bhd.,,,maritime,11 - 50,"miri, sarawak, malaysia",malaysia,linkedin.com/company/sealink-sdn-bhd-,11,31
reka,reka.com.my,2013.0,research,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/reka-studios,11,14
infront consulting group asia pacific,infrontconsulting.asia,2003.0,information technology and services,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/infrontapac,11,12
moneymatch,moneymatch.co,2015.0,financial services,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/moneymatch-app,11,13
mahwengkwai & associates,mahwengkwai.com,1985.0,legal services,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/mahwengkwai-&-associates,11,24
cellnique corporation,cellnique.com,,cosmetics,11 - 50,,malaysia,linkedin.com/company/cellnique-corporation,11,27
"sinoway technology (shanghai) co.,ltd.",sinoway.asia,2005.0,information technology and services,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/sinoway-technology-shanghai-co.-ltd.,11,11
aar landing gear services sdn. bhd.,,,airlines/aviation,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/aar-landing-gear-services-sdn-bhd-,11,21
kit loong commercial tyre group,kitloongtyre.com,1931.0,transportation/trucking/railroad,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/kitloongcommercialtyre,11,20
click grafix,clickgrafix.com,1995.0,computer software,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/click-grafix,11,15
igene sdn. bhd.,igeneglobal.com,,biotechnology,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/igene-sdn-bhd-,11,39
imran chartered accountants,imran.com.my,2003.0,accounting,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/imran-chartered-accountants,11,31
sirim qas international,,1996.0,government relations,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/sirimqasinternational,11,23
qav technologies sdn bhd,qavtech.com,,facilities services,11 - 50,"bayan lepas, penang, malaysia",malaysia,linkedin.com/company/qav-technologies-sdn-bhd,11,13
zilzar,zilzar.com,2014.0,international trade and development,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/zilzar,11,37
valuecap,valuecap.com.my,2002.0,investment management,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/valuecap,11,22
borneo seaoffshore,borneoseaoffshore.com,2010.0,oil & energy,11 - 50,"kota kinabalu, sabah, malaysia",malaysia,linkedin.com/company/borneo-seaoffshore,11,16
hadid engineering (m) sdn bhd,hadid.com.my,2004.0,oil & energy,11 - 50,,malaysia,linkedin.com/company/hadid-engineering-m-sdn-bhd,11,18
tianu sdn. bhd.,tianu.com.my,1991.0,oil & energy,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/tianu-sdn.-bhd.,11,14
advance boilers sdn. bhd.,advanceboilers.com.my,,mechanical or industrial engineering,11 - 50,"telok panglima garang, selangor, malaysia",malaysia,linkedin.com/company/advance-boilers-sdn-bhd-,11,15
fotronics,,,electrical/electronic manufacturing,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/fotronics,11,16
jb cocoa,jbcocoa.com,,consumer goods,11 - 50,"gelang patah, johor, malaysia",malaysia,linkedin.com/company/jb-cocoa,11,29
trans elite group sdn bhd,transelite.com,1988.0,machinery,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/trans-elite-group-sdn-bhd,11,14
pusb engineering sdn bhd,,,civil engineering,11 - 50,"miri, sarawak, malaysia",malaysia,linkedin.com/company/pusb-engineering-sdn-bhd,11,25
weng meng industries sdn bhd,sandor.com.my,,information technology and services,11 - 50,"banting, selangor, malaysia",malaysia,linkedin.com/company/weng-meng-industries-sdn-bhd,11,13
menara optometry centre sdn bhd,,,retail,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/menara-optometry-centre-sdn-bhd,11,15
reuters properties,reutersproperties.com,,real estate,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/reuters-properties,11,13
australian international school malaysia (aism),,2000.0,education management,11 - 50,"seri kembangan, selangor, malaysia",malaysia,linkedin.com/company/australian-international-school-malaysia-aism-,11,16
belum rainforest resort,belumresort.com,2007.0,hospitality,11 - 50,"gerik, perak, malaysia",malaysia,linkedin.com/company/belum-rainforest-resort,11,21
quill group of companies,quill.com.my,1989.0,real estate,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/quill-group-of-companies,11,30
malaco leichhardt pty ltd,malaco.com.my,2013.0,mining & metals,11 - 50,"seri kembangan, selangor, malaysia",malaysia,linkedin.com/company/malaco-leichhardt-pty-ltd,11,23
kertih terminals sdn bhd,ktsb.com.my,1997.0,oil & energy,11 - 50,"kampong kemaman, terengganu, malaysia",malaysia,linkedin.com/company/kertih-terminals-sdn-bhd,11,19
interscience sdn bhd,its-interscience.com,1978.0,biotechnology,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/interscience-sdn-bhd,11,26
naluri hidup sdn bhd,naluri.life,2017.0,"health, wellness and fitness",11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/naluri,11,11
leadmont development sdn bhd,inspirationgroup.com.my,,construction,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/leadmont-development-sdn-bhd,11,13
qmec consult sdn bhd,qmec.com.my,2011.0,oil & energy,11 - 50,"kampong kemaman, terengganu, malaysia",malaysia,linkedin.com/company/qmec-consult-sdn-bhd,11,20
webserver malaysia c/o acme commerce sdn bhd.,webserver.com.my,1989.0,information technology and services,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/webserver-com-my-c-o-acme-commerce-sdn-bhd,11,25
grand seasons hotel,grandseasons.com,,education management,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/grand-seasons-hotel,11,35
natural health farm sdn bhd,nhf.com.my,1998.0,medical practice,11 - 50,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/natural-health-farm-sdn-bhd,11,14
recycle energy,recyclenergy.com,,renewables & environment,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/recycle-energy,11,26
cadvision systems sdn. bhd.,cad-vision.com.my,2015.0,mechanical or industrial engineering,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/cadvisionsystems,11,27
sunway ifm sdn. bhd.,,,construction,11 - 50,"perai, penang, malaysia",malaysia,linkedin.com/company/sunway-ifm-sdn-bhd-,11,21
appxplore,appxplore.com,2011.0,computer games,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/appxplore,11,23
arcis communications,arciscommunications.com,2004.0,public relations and communications,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/arcis-communications,11,21
imoney malaysia,,2012.0,financial services,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/imoney-malaysia,11,18
exclusive networks malaysia,,2011.0,information technology and services,11 - 50,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/exclusive-networks-my,11,18
the seacen centre,seacen.org,1972.0,research,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/the-seacen-centre,11,27
deus solutions,deus-solutions.com,2014.0,information technology and services,11 - 50,"cyberjaya, selangor, malaysia",malaysia,linkedin.com/company/deus-solutions,11,15
delicious group,delicious.com.my,,restaurants,11 - 50,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/delicious-group,11,23
