name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
pv environment equipment sdn bhd,,,maritime,1 - 10,"seremban, negeri sembilan, malaysia",malaysia,linkedin.com/company/pv-environment-sdn-bhd,1,1
vambee.com,vambee.com,2010.0,information technology and services,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/vambee-com,1,1
quantum cube corporation,qcc-x.com,2015.0,research,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/quantum-cube-corporation,1,7
settl app sdn. bhd.,settlbill.com,2017.0,financial services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/settl-app,1,2
creative learning hub enterprise,hometuitionmalaysia.net,,education management,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/creative-learning-hub-enterprise,1,1
winstarlink,winstarlink.com,2010.0,design,1 - 10,"selatan, penang, malaysia",malaysia,linkedin.com/company/winstarlink,1,1
graphice* interactive,,2014.0,marketing and advertising,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/graphiceinteractive,1,1
majagames,majagames.com,2017.0,information technology and services,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/majagames,1,1
hilde group,hildegroup.com,2017.0,management consulting,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/hilde-group,1,1
ramunia holdings berhad,,,oil & energy,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/ramunia-holdings-berhad,1,9
one of a kind resources,oneofakind.com.my,2014.0,writing and editing,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/one-of-a-kind-resources,1,1
liminco sdn bhd,liminco.com,1983.0,mechanical or industrial engineering,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/liminco-sdn-bhd,1,1
kawalan perwira,wwwkawalansekutu.com,,electrical/electronic manufacturing,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/sistem-kawalan-sekutu-sdn-bhd,1,2
tunestone entertainment (m) sdn. bhd.,,2004.0,entertainment,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/tunestone-entertainment-m-sdn-bhd-,1,3
3phase reservoir technologies sdn bhd,3phase.com.my,,oil & energy,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/3phase-reservoir-technology-sdn-bhd,1,3
tomtek malaysia sdn. bhd.,tomtekint.com,1994.0,oil & energy,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/tomtek-malaysia-sdn--bhd-,1,1
pusat perkembangan minda sempurna,,,education management,1 - 10,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/pusat-perkembangan-minda-sempurna,1,1
euro malaysia executive education sdn bhd,euromalaysia.co.uk,2015.0,professional training & coaching,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/euro-malaysia-executive-education-sdn-bhd,1,1
hoto stainless steel industries sdn bhd,hoto.com,,machinery,1 - 10,"port klang, selangor, malaysia",malaysia,linkedin.com/company/hoto-stainless-steel-industries-sdn-bhd,1,3
kopitime cafe (pj) sdn bhd,kopitime.com.my,2004.0,food & beverages,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/kopitime-cafe-pj-sdn-bhd,1,1
tanming berhad,tanming.com.my,,real estate,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/tanming-berhad,1,2
greenscapes biz solutions,greenscapes-digital.com,2011.0,computer networking,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/greenscapes-digital-solutions,1,1
ts design,,,design,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/textstation-design,1,1
sin heng,sinhengchan.com.sg,,food production,1 - 10,"kuantan, pahang, malaysia",malaysia,linkedin.com/company/sin-heng-chan-industries-sdn-bhd,1,1
bel koo,dream-design.net,,graphic design,1 - 10,"ipoh, perak, malaysia",malaysia,linkedin.com/company/dreamdesign,1,2
fa consult management,aishahamin.com,2017.0,marketing and advertising,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/fa-consult-management,1,1
cherrybomb.co,cherrybomb.co,2014.0,apparel & fashion,1 - 10,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/cherrybomb-co,1,2
integrated safety solutions llc,integratedsafetypros.com,2015.0,professional training & coaching,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/integrated-safety-solutions-llc,1,1
sinwah industries berhad,sinwah.com,,apparel & fashion,1 - 10,"bandar maharani, johor, malaysia",malaysia,linkedin.com/company/sinwah-industries-berhad,1,3
wrightview advisory,wrightview.com.my,2017.0,financial services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/wrightviewadvisory,1,1
biosis cosmeceuticals sdn. bhd,,,chemicals,1 - 10,"bukit mertajam, penang, malaysia",malaysia,linkedin.com/company/biosis-cosmeceuticals-sdn-bhd,1,2
sunway youth for sustainable development,,2017.0,non-profit organization management,1 - 10,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/sunway-youth-for-sustainable-development,1,2
basic gateway,basicgateway.com,2003.0,computer & network security,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/basic-gateway,1,5
international voice corporation limited,ivoco.com,2009.0,telecommunications,1 - 10,"atlanta, georgia, united states",malaysia,linkedin.com/company/international-voice-corporation-limited,1,1
fjp marketing sdn. bhd.,fjpmarketing.com,2005.0,information technology and services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/fjp-marketing-sdn.-bhd.,1,2
www.indianbooks.co.in,indianbooks.co.in,1997.0,publishing,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/oscar-publications,1,1
concrete engineering products bhd,,,building materials,1 - 10,"rawang, selangor, malaysia",malaysia,linkedin.com/company/concrete-engineering-products-bhd,1,2
paracorp technology sdn bhd,,,telecommunications,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/paracorp-technology-sdn-bhd,1,2
serendipity studios,serendipity-studios.biz,2011.0,animation,1 - 10,"johor bahru, johor, malaysia",malaysia,linkedin.com/company/serendipity-studios,1,1
giraffe three,giraffe3.com,2013.0,architecture & planning,1 - 10,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/giraffe-three,1,2
parham academy,parhamacademy.com,2015.0,higher education,1 - 10,"serdang baharu, selangor, malaysia",malaysia,linkedin.com/company/parhamacademy,1,1
kyk development sdn bhd,kykgroup.com,,construction,1 - 10,"cheras, selangor, malaysia",malaysia,linkedin.com/company/kyk-development-sdn-bhd,1,2
rbb my,,2017.0,consumer goods,1 - 10,"kapar, selangor, malaysia",malaysia,linkedin.com/company/rbbmy,1,1
ricco contento pte. ltd.,riccocontento.com,2016.0,packaging and containers,1 - 10,"seri kembangan, selangor, malaysia",malaysia,linkedin.com/company/ricco-contento-pte.-ltd.,1,1
kkl trading sdn bhd,,,research,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/kkl-trading-sdn-bhd,1,2
brightclick solutions sdn bhd,brightclick.com.my,,information technology and services,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/brightclick-solutions-sdn-bhd,1,2
conspec builders malaysia,conspecbuilders.com,1983.0,construction,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/conspec-builders-malaysia,1,1
ghr malaysia,ghr.com.my,2016.0,human resources,1 - 10,"melaka, melaka, malaysia",malaysia,linkedin.com/company/ghr-malaysia,1,1
drakensoft plt,,2013.0,information technology and services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/drakensoft,1,2
thecommonist,thecommonist.my,2009.0,media production,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/thecommonist,1,5
positive ideas,,,marketing and advertising,1 - 10,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/positive-ideas,1,1
the coding shophouse,thecodingshophouse.com,2015.0,education management,1 - 10,,malaysia,linkedin.com/company/the-coding-shophouse,1,1
greenview islamic school,greenviewislamicschool.com,,education management,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/greenview-islamic-school,1,2
decoweb technology,decoweb.tech,2017.0,computer software,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/decowebtech,1,1
the cemax group - industrial technology,,2004.0,mechanical or industrial engineering,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/cemax-silo-management-sdn-bhd,1,1
choo gim wah architect,,,design,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/choo-gim-wah-architect,1,5
wangseri sdn bhd,,,airlines/aviation,1 - 10,"sepang, selangor, malaysia",malaysia,linkedin.com/company/wangseri-sdn-bhd,1,1
zrc international trust inc,zrctrust.com,2011.0,legal services,1 - 10,,malaysia,linkedin.com/company/zrc-international-trust-inc,1,1
padieka raccolta,padieka.com,2010.0,internet,1 - 10,"taiping, perak, malaysia",malaysia,linkedin.com/company/padieka-raccolta,1,1
kit loong commercial tyre group,,1931.0,transportation/trucking/railroad,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/kit-loong-commercial-tyre-group,1,2
chumbaka,chumbaka.asia,2015.0,education management,1 - 10,"bayan lepas, penang, malaysia",malaysia,linkedin.com/company/chumbaka,1,1
the music professionals academy of performing arts sdn. bhd.,musicproacademy.com,,music,1 - 10,"damansara, selangor, malaysia",malaysia,linkedin.com/company/the-music-professionals-academy-of-performing-arts-sdn-bhd-,1,3
rutweb technology,rutweb.com,2010.0,computer software,1 - 10,"bandar baru bangi, selangor, malaysia",malaysia,linkedin.com/company/rutweb-technology,1,1
jooblii commerce sdn bhd,jooblii.com,2015.0,information technology and services,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/jooblii-commerce,1,1
matlamat anggun sdn bhd,,,civil engineering,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/matlamat-anggun-sdn-bhd,1,2
resort suites hotel at bandar sunway,resortsuites.com.my,2015.0,hospitality,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/resortsuiteshotelatbandarsunway,1,2
yonyou (malaysia) sdn bhd,yonyou.com.my,2012.0,computer software,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/yonyou-malaysia-sdn-bhd,1,2
fair consulting malaysia sdn bhd,faircongrp.com,2013.0,accounting,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/fair-consulting-malaysia-sdn-bhd,1,5
guocera tile industries sdn. bhd.,,,electrical/electronic manufacturing,1 - 10,"kluang, johor, malaysia",malaysia,linkedin.com/company/guocera-tile-industries-sdn-bhd-,1,3
ethissa enterprise,ethissa.com.my,2016.0,retail,1 - 10,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/ethissa,1,1
bits & pieces - rustic living,bitsandpieces.com.my,2012.0,retail,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/bits-&-pieces---rustic-living,1,1
t.e.m. engineering sdn bhd,,1980.0,mechanical or industrial engineering,1 - 10,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/t-e-m-engineering-sdn-bhd,1,3
magicx,magicx.my,2013.0,computer games,1 - 10,"johor bahru, johor, malaysia",malaysia,linkedin.com/company/magicx,1,1
esprit media sdn bhd,idreamsilver.com,2000.0,sports,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/esprit-media-sdn-bhd,1,2
sitime corporation,,2005.0,semiconductors,1 - 10,"ipoh, perak, malaysia",malaysia,linkedin.com/company/sitime-corporation,1,2
cems conference & exhibition (m) sdn bhd,cems.com.my,,events services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/cems-conference-&-exhibition,1,5
inertia marketing,,2016.0,marketing and advertising,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/inertia-marketing,1,1
artisan malaysia,artisanmalaysia.com,2013.0,arts and crafts,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/artisan-malaysia,1,1
hexafood,hexafood.com,2002.0,food production,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/hexafood,1,2
tangible aim group,,,hospitality,1 - 10,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/tangible-aim-group,1,2
stagetec media academy,media-academy-online.com,2008.0,education management,1 - 10,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/stagetec-media-academy,1,1
exceed excellence,exceedexcellence.co.uk,2016.0,management consulting,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/exceed-excellence,1,1
sekolah sri nobel,srinobel.edu.my,,education management,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/sekolah-sri-nobel,1,5
design base sdn bhd,dbaseinterior.com,,design,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/design-base-sdn-bhd,1,3
talentum eq consulting,talentumeq.com,,management consulting,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/talentumeq,1,1
orange matter digital media,orangematter.com,2002.0,internet,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/orange-matter-digital-media-,1,1
erplabs,erplabs.com.my,2011.0,information technology and services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/erplabs,1,2
sunway carnival sdn bhd,sunwaycarnival.com,,facilities services,1 - 10,"butterworth, penang, malaysia",malaysia,linkedin.com/company/sunway-carnival-sdn-bhd,1,2
mayban ageas holdings berhad,,,insurance,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/mayban-ageas-holdings-berhad,1,1
camozzi malaysia sdn.bhd.,,,industrial automation,1 - 10,"bayan lepas, penang, malaysia",malaysia,linkedin.com/company/camozzi-malaysia-sdn-bhd-,1,1
marcentil foods (m) sdn bhd,marcentil.com.my,2010.0,food production,1 - 10,"senai, johor, malaysia",malaysia,linkedin.com/company/marcentil-foods-m-sdn-bhd,1,1
biv multimedia,bivmultimedia.com,2008.0,marketing and advertising,1 - 10,,malaysia,linkedin.com/company/biv-multimedia,1,1
gamesfusion,,2017.0,entertainment,1 - 10,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/games-fusion,1,1
burnout1000,burnout1000.com,2017.0,automotive,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/burnout1000,1,1
elec,elec.edu.my,2010.0,education management,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/myelec,1,1
iris synergy,iris-synergy.com,,oil & energy,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/iris-synergy-sdn-bhd,1,1
kapas maju holdings,kapasmaju.com,2016.0,business supplies and equipment,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/kapasmajuholdings,1,1
lysaght galvanized steel bhd (lysa),,,consumer goods,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/lysaght-galvanized-steel-bhd-lysa-,1,2
heap wah enterprise sdn bhd,senna.com.my,,import and export,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/heap-wah-enterprise-sdn-bhd,1,1
hexagon plastic industries sdn. bhd.,,1996.0,packaging and containers,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/hexagon-plastic-industries-sdn-bhd,1,1
charis seminars,charisseminars.com,2010.0,professional training & coaching,1 - 10,"pulau pinang, penang, malaysia",malaysia,linkedin.com/company/charis-seminars,1,1
innovatige sdn bhd,monsooncup.com.my,,events services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/innovatige-sdn-bhd,1,4
evoquant technology,evoquant.com,2016.0,information technology and services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/evoquant-technology,1,1
syarikat perniagaan k.f. sdn bhd,,1978.0,wholesale,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/spkf,1,1
mra studio sdn. bhd.,mrastudio.com,2010.0,media production,1 - 10,"cyberjaya, selangor, malaysia",malaysia,linkedin.com/company/mra-studio-sdn-bhd-,1,6
risc asia,risc-asia.com,2015.0,security and investigations,1 - 10,"pelabohan klang, selangor, malaysia",malaysia,linkedin.com/company/risc-asia,1,1
pamol plantations sdn bhd,,,computer software,1 - 10,"kluang, johor, malaysia",malaysia,linkedin.com/company/pamol-plantations-sdn-bhd,1,3
greats group sdn bhd,greatsgroup.com,2011.0,"leisure, travel & tourism",1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/greats-group-sdn-bhd,1,4
holy engineering works (m) sdn bhd,hdm.com.my,,civil engineering,1 - 10,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/holy-engineering-works-m-sdn-bhd,1,1
cloudapps technologies sdn. bhd. (1130116-x),simpankira.com,2014.0,accounting,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/simpankira,1,3
i-vcap | islamic asset management,ivcap.com.my,2007.0,investment management,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/ivcap,1,2
din's trading sdn bhd,dinstrading.com.my,1957.0,transportation/trucking/railroad,1 - 10,"pelabuhan klang, selangor, malaysia",malaysia,linkedin.com/company/din's-trading-sdn-bhd,1,3
briyani on wheels,,2017.0,food & beverages,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/briyani-on-wheels,1,1
luminous systems sdn bhd,luminous.my,,information technology and services,1 - 10,"cyberjaya, selangor, malaysia",malaysia,linkedin.com/company/luminous-systems-sdn-bhd,1,2
the-arkgroup (德雅集团),the-arkgroup.com,2016.0,management consulting,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/the-arkgroup,1,1
marditech corporation sdn. bhd.,marditech.com,,consumer services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/marditech-corporation-sdn-bhd-,1,3
the gurney hotel & residence,gurney-hotel.com.my,,hospitality,1 - 10,,malaysia,linkedin.com/company/gurney-hotel-residence,1,4
the makers fellowship,themakersfellowship.com,2017.0,marketing and advertising,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/themakersfellowship,1,1
filterfine advanced technology sdn bhd,filterfineadv.com,,electrical/electronic manufacturing,1 - 10,"bayan lepas, penang, malaysia",malaysia,linkedin.com/company/filterfine-advanced-technology-sdn-bhd,1,1
ewein bhd (ewei),eweinberhad.com,,management consulting,1 - 10,"perai, penang, malaysia",malaysia,linkedin.com/company/ewein-bhd-ewei-,1,1
globaltec formation berhad,globaltec.com.my,,semiconductors,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/globaltec-formation-berhad,1,1
tindakan strategi sdn. bhd.,tindakanstrategi.com,2005.0,management consulting,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/tindakan-strategi-sdn.-bhd.,1,3
maven group sdn. bhd.,mvng.com,,management consulting,1 - 10,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/mvngrp,1,1
world brand services sdn. bhd.,,,consumer services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/world-brand-services-sdn-bhd-,1,3
pt. united trans perkasa,unitedtransperkasa.com,2010.0,transportation/trucking/railroad,1 - 10,"utara, penang, malaysia",malaysia,linkedin.com/company/unitedtransperkasa,1,1
ebnoo group,ebnoo.com,2016.0,venture capital & private equity,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/ebnoo-group,1,1
gs realty sdn bhd,gsrealty.com.my,2003.0,real estate,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/gs-realty-sdn-bhd,1,4
ants tribe malaysia,antstribe.com,,retail,1 - 10,"johor bahru, johor, malaysia",malaysia,linkedin.com/company/ants-tribe-malaysia,1,1
seventh box design & advertising,seventhbox.co,2015.0,design,1 - 10,,malaysia,linkedin.com/company/seventhbox,1,1
the scope studio,thescopestudio.com,2011.0,arts and crafts,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/the-scope-studio,1,1
ibh investment bank limited,ibhinvestmentbank.com,2009.0,investment banking,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/ibhinvestmentbanklimited,1,2
innovasia vista sdn bhd,innovasia.com.my,2007.0,management consulting,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/innovasia-vista-sdn-bhd,1,3
trans advantage sdn bhd,,,transportation/trucking/railroad,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/trans-advantage-sdn-bhd,1,1
mega fortris ctrack solutions sdn bhd,isis-ctrack.com,1998.0,business supplies and equipment,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/mega-fortris-ctrack-solutions-sdn-bhd,1,3
grand kampar hotel sdn bhd,grandkamparhotel.com.my,,hospitality,1 - 10,"kampar, perak, malaysia",malaysia,linkedin.com/company/grand-kampar-hotel-sdn-bhd,1,13
hcr sdn bhd,hcrmalaysia.com,2006.0,human resources,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/hcr-sdn-bhd,1,2
wert informatics sdn bhd,wertinformatics.com,2016.0,electrical/electronic manufacturing,1 - 10,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/wert-informatics-sdn-bhd,1,1
id pro interior design sdn bhd,,,building materials,1 - 10,"seberang jaya, penang, malaysia",malaysia,linkedin.com/company/id-pro-interior-design-sdn-bhd,1,1
chandi group sdn bhd,chandi-group.com,2017.0,information technology and services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/chandi-group,1,1
ag ict services sdn. bhd.,goitgeeks.com,2016.0,information technology and services,1 - 10,"johor bahru, johor, malaysia",malaysia,linkedin.com/company/ag-ict-services-sdn.-bhd.,1,1
aryanjaya resources (m) sdn. bhd.,aryanjaya.com.my,2009.0,consumer goods,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/aryanjaya-resources-m-sdn-bhd-,1,12
vivital pharma,vivitalpharma.com,,biotechnology,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/vivitalpharma,1,1
web sourcing,websourcing.co,2007.0,information technology and services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/websourcing,1,6
belum adventure camp (bac),bacxcamp.com,,education management,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/belum-adventure-camp,1,1
kin yip wood industries sdn. bhd.,,,consumer goods,1 - 10,"tawau, sabah, malaysia",malaysia,linkedin.com/company/kin-yip-wood-industries-sdn-bhd-,1,1
nv car rental sdn bhd,nvrentacar.com,2017.0,"leisure, travel & tourism",1 - 10,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/nvrentacar,1,1
in cube customize sdn bhd,incubecustomize.com,1994.0,design,1 - 10,"klang, selangor, malaysia",malaysia,linkedin.com/company/in-cube-customize-sdn-bhd,1,1
whetstone & cutter,whetstonecutter.com,2014.0,marketing and advertising,1 - 10,"puchong batu dua belas, selangor, malaysia",malaysia,linkedin.com/company/whetstone-&-cutter-sdn-bhd,1,4
national stroke association of malaysia (nasam),nasam.org,,hospital & health care,1 - 10,"petaling jaya, selangor, malaysia",malaysia,linkedin.com/company/national-stroke-association-of-malaysia-nasam-,1,13
the coronade hotel kuala lumpur,coronade.com,,hospitality,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/the-coronade-hotel-kuala-lumpur,1,3
cloud nettor,cloudnettor.com,,computer software,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/cloud-nettor,1,1
idaman ikhlas sdn bhd,,,civil engineering,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/idaman-ikhlas-sdn-bhd,1,4
the truly loving company sdn bhd,thetrulylovingcompany.com,,consumer goods,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/the-truly-loving-company-sdn-bhd,1,2
guyde,guyde.xyz,2015.0,computer software,1 - 10,"melaka, melaka, malaysia",malaysia,linkedin.com/company/guyde,1,1
antamax sdn bhd,antamax.com.my,,accounting,1 - 10,,malaysia,linkedin.com/company/antamax-sdn-bhd,1,1
grafa design,grafa-design.com,2010.0,design,1 - 10,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/grafa-design,1,1
klinik famili,,,pharmaceuticals,1 - 10,"tawau, sabah, malaysia",malaysia,linkedin.com/company/klinik-famili,1,1
soundlife solution,"www,soundlife.com.my",2016.0,medical practice,1 - 10,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/soundlife-solution,1,1
kingoya enterprise sdn bhd,kingoya.com,1998.0,architecture & planning,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/kingoya-enterprise-sdn-bhd,1,3
truecommtel sdn bhd,,2011.0,telecommunications,1 - 10,"subang jaya, selangor, malaysia",malaysia,linkedin.com/company/truecommtel-sdn-bhd,1,1
roomz asia,roomz.asia,2016.0,internet,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/roomz-asia,1,3
qifays enterprise,qifays.org,2004.0,construction,1 - 10,"kepala batas, pulau pinang, malaysia",malaysia,linkedin.com/company/qifays-enterprise,1,3
toptrans engineering morocco,,,construction,1 - 10,"shah alam, selangor, malaysia",malaysia,linkedin.com/company/toptrans-engineering-sdn-bhd,1,2
marvelous venture sdn bhd,marvelousventure.com,2013.0,real estate,1 - 10,"johor bahru, johor, malaysia",malaysia,linkedin.com/company/marvelous-venture-sdn-bhd,1,1
projek garuda sdn bhd,,2015.0,civil engineering,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/projek-garuda-sdn-bhd,1,1
top transmode overseas partners (my) sdn bhd,transmode.de,,import and export,1 - 10,,malaysia,linkedin.com/company/top-transmode-overseas-partners-my-sdn-bhd,1,1
africa & middle east capital,am-capital.net,2003.0,financial services,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/am-capital-ltd,1,5
talentage,talent-age.com,2002.0,staffing and recruiting,1 - 10,"kuala lumpur, kuala lumpur, malaysia",malaysia,linkedin.com/company/talent-age,1,3
hc data systems,,,information technology and services,1 - 10,"ipoh, perak, malaysia",malaysia,linkedin.com/company/hc-data-systems,1,1
eeppe pet house,eeppe-pet.com,,retail,1 - 10,,malaysia,linkedin.com/company/eeppe-pet-house,1,1
labur bina sdn bhd,,,real estate,1 - 10,"klang, selangor, malaysia",malaysia,linkedin.com/company/labur-bina-sdn-bhd,1,2
"#1 solenoid producer; incoils electronics malaysia, sales office dayton ohio iso/ts/ul certified",incoils.com,1986.0,electrical/electronic manufacturing,1 - 10,,malaysia,linkedin.com/company/incoils-electronics,1,1
triym,triym.com,2008.0,financial services,1 - 10,"ulu melaka, kedah, malaysia",malaysia,linkedin.com/company/triym,1,1
total business solutions sdn bhd,tbssb.com,1996.0,information technology and services,1 - 10,"johor bahru, johor, malaysia",malaysia,linkedin.com/company/total-business-solutions-sdn-bhd,1,5
